,gender,age,id,became_member_on,income
6615,M,48,5ebe9f31969a453da31dd70fedd6c1eb,20180614,36000.0
6618,M,40,ffd53e5ba61d41378b66efc00d9f9682,20170216,32000.0
6620,O,63,41eb66dfb4824a029f7abb81c140c267,20180110,32000.0
6622,M,27,f428ef84305247ce98d2f7a59a70cc90,20170720,36000.0
6649,M,59,f9338a2649fb4406a2553f0c8ea4a35c,20171104,36000.0
6652,F,70,a5c858fd73334e0b9c6abfc487478846,20170319,36000.0
6653,F,56,7d1dac0eb66147b89636f9e4aacb3d74,20180226,35000.0
6670,M,35,b2612e7f07c34a03897fbd6dc0d27aad,20180323,33000.0
6673,F,57,0561e602225b441aac45ff6e5bb74037,20180208,31000.0
6687,M,59,80dd8428e215496688f007494fff6600,20180512,31000.0
6697,M,35,e3325dbf54de4e3f805d856ec918b757,20170716,33000.0
6702,M,67,3504fbcd34474688ac705a18dbf6f9f9,20171028,39000.0
6705,M,25,86a612903b4b4b3f982eeae088dee3cb,20140820,36000.0
6706,M,45,fa567c0ddb454659a45e923ec08c4d3a,20180718,33000.0
6709,M,55,b36806a6317945bb8c59941d0f37a8f8,20170819,31000.0
6729,M,51,da015cc7032c47ce94beb397e34ddab7,20180320,34000.0
6744,M,23,fe10aba544fe423480cae848d9a03919,20180713,35000.0
6758,M,67,1981c9ebfc3c4e1fa532035806a8c60e,20170731,31000.0
6770,M,32,1bfcd756898445fbb1cf02cbe082b89e,20170726,32000.0
6771,M,44,c3c4b7cc91a84ad69708196a488a0aa7,20141222,38000.0
6778,M,71,83cd960ba3094a70a854aaca8232510b,20180125,39000.0
6780,M,73,2a58f4504c2b49649502109d11143144,20180207,36000.0
6784,M,65,8eab9be9b9d74cc98d1ae62eba6c9182,20170628,38000.0
6795,M,27,051006a0cddf40e0a973d9317c032086,20140415,33000.0
6823,M,19,2065e9227d294ed88eac6bab55304e9f,20171001,33000.0
6827,M,37,fcab73d6aea946eba8569dee5141738b,20171214,30000.0
6828,M,40,8cc382605ece4420a536e2123e05444b,20171203,37000.0
6829,M,21,670626b55bfb4ba39c85b27cc7cca527,20160511,39000.0
6841,M,60,ab32ed59e5c14ab8b333db3dadf044aa,20180619,35000.0
6851,M,19,cb05753845764558b432e0349408c6e2,20180210,31000.0
6865,F,26,ad37608a05a9453d8439806e90962c59,20171010,37000.0
6870,M,58,9f6b1e6057cc413ea67c1f194f0d977d,20170919,38000.0
6881,M,47,83168b0328154e1e8219da9488f2dc7c,20171005,34000.0
6886,M,28,774d4dd8316449afb52b3121f296aec6,20170703,35000.0
6889,M,58,ec65e9186cd449908f63cbbaa16843fb,20180507,34000.0
6893,F,89,4b54746836c34bc9a0db105b7d144de8,20171016,38000.0
6900,M,25,8b9d8c10bfd24944bede476aa86a5a85,20180425,36000.0
6901,M,29,8fcb585e133e4905bf90587609d01f49,20151006,32000.0
6914,F,73,52bba0edb9fd44459b6a72c1a6d0752c,20180205,31000.0
6916,M,60,35d901988c884e41896d66088ab9d258,20161024,32000.0
6929,F,71,61bc0cd091d6413f88bedab9a30ed07e,20170821,37000.0
6938,M,60,681634754d6e499f9d87ab72e5759b66,20161204,38000.0
6966,F,45,111c8272538f468c9801fd22d16ffcdc,20150227,35000.0
6969,M,83,bb8f4c201203433cb610477526658b13,20170927,32000.0
6979,M,70,7a96cdb7ae6047f7ad042e8f97e66ae0,20150728,34000.0
6981,F,77,e6c2258206e042bda5c9cdf888ed1aa0,20170902,34000.0
7005,F,39,9fe7598aa80447f281433beb1c2b5a48,20180303,36000.0
7007,M,26,f3db61e170a74b94979f2d9d3e512cf4,20160406,32000.0
7018,M,30,8afe5b98fadd4671835b6ed6d9d52755,20141203,31000.0
7025,M,47,8c1414ceb830439e886e299f4a27cc12,20180612,33000.0
7028,M,77,deea022f140443f8b05bb5da3ae30013,20171005,33000.0
7031,F,64,57e737efcebc4fc5b5f9f2f8c58763ce,20171210,35000.0
7034,M,52,fcb0b163801c45608a52a8958d8878ef,20160328,38000.0
7037,M,72,d10c2674404040778c0bf927ef316082,20170217,32000.0
7051,M,58,c6f1000e365d46aa9b789c04911091d9,20180426,33000.0
7068,M,31,eb259d07d0074f609a7da13e247982e2,20150827,36000.0
7072,M,56,8d64530bed704d2285f1e3abc7057436,20160712,34000.0
7074,M,41,ce92049bad964839982c973c5013fbb8,20170724,31000.0
7088,M,54,1912954c9e4e455a832078c4452004ba,20180407,37000.0
7116,M,77,af046d91eec74ac79e40b6c12004ecab,20180705,38000.0
7119,M,19,817a4167a4a14b9aa5ed27fb7ba9802b,20171201,39000.0
7121,M,37,46d60875eab5470187ac6f439c3b81b0,20180704,39000.0
7124,M,28,ac83538a4c4a4173ae663b656fcb14ec,20180301,36000.0
7128,F,43,bfa68ce4e3c64aadb8f12d7786b4c3d9,20170227,35000.0
7131,M,30,de39daa87e9b4d808a7536057484b6a4,20171024,37000.0
7141,F,44,a8ee3f215b284b38ba282508fc0deac5,20170908,37000.0
7145,M,51,e90d57c4fa084be291e35a32b35076ca,20160524,30000.0
7151,M,49,fbb8f7c8c02944f69aaac44a3a0c0c11,20170828,31000.0
7168,F,24,a62806d8820745379742e5799b9566cf,20151016,31000.0
7174,F,22,9a47a77eb8fc43dc8c65ddfdee1123ee,20171221,39000.0
7179,M,62,0b321fdc45364a67858a81b59da7f943,20171231,36000.0
7183,M,58,2dd914f52a0a40f59d1911a6bd61393d,20140703,32000.0
7186,M,51,d3ae1f0e0eb841dfbaa22b1ee6901faf,20150405,36000.0
7209,M,32,cabc2b86a6d44f6b931f2bf546f593ab,20170806,30000.0
7212,M,19,9582f5338df0446eb43978374a530ea9,20160706,35000.0
7218,M,88,6248fb7c3d234f09bd3de7b7c8b83f08,20170812,37000.0
7222,M,21,cf5cf2888984419caa208cfb849c86b1,20171224,37000.0
7225,M,25,91d4a97d4ded46ff8fd8a35e98471925,20160412,31000.0
7229,M,23,989e038d4f24452a9749187962f9aa1a,20180321,35000.0
7231,M,63,c23d5e5c1960423fb3e0f73aee396273,20180416,34000.0
7237,M,66,80c8a3abd35c47baafb20b4f0fc8702d,20170903,36000.0
7240,M,88,212c3e980998440fba3ebe06a62e9828,20171219,33000.0
7248,M,63,1285ce3d9f68495c841b5c1d3b29386f,20180130,32000.0
7255,F,68,8e4192840ed54d42bc0a02e5bfba55ae,20170930,37000.0
7257,M,46,a4e5b1a385e04d88a86f0f6dbdd0ab86,20170705,33000.0
7271,F,29,a29c214ecfcb403c86b35c13324245c9,20150804,33000.0
7273,F,41,2526704eb7f24f4a8b1c2487912baa17,20160325,35000.0
7283,F,34,46bf4e6285494863808969a127d66138,20150911,33000.0
7284,M,35,df893f66c0bc47d288e62f4836925e4a,20141004,34000.0
7291,M,48,9729bb96b9f540cdaeca72e11f63dba1,20151110,33000.0
7295,M,51,18dc0436a2e546cb86fb4be6783ba79d,20140829,35000.0
7302,M,51,6cfbe26d81d54108acb5061fbe1c867e,20170609,37000.0
7309,M,50,4987202c490a4c5b8c4fe1387dd6e888,20140211,37000.0
7313,M,70,416454937dd042e7b7b74b99535a74f4,20141212,36000.0
7324,M,37,106ebd92bff94148b4948f52079e87dc,20171007,32000.0
7329,F,47,33f94bb3043b445aaf283946b4b5f3a1,20170929,37000.0
7340,F,29,c38c65f6837d42d8a2c15a2acbc15366,20180312,32000.0
7362,M,27,5bd7a2745d0641d89d174521080558eb,20150908,39000.0
7372,F,24,315a53ae710942a89c5351d1c05dce8b,20170531,37000.0
7382,F,87,e465b76ab7fe45aab973997ee3412e7e,20161227,31000.0
7388,M,75,248dc37acf3f4197b0a92bda480e57a5,20180529,37000.0
7393,F,85,617a8fe20e1643dc9dac7a8f8d8f7a99,20171004,31000.0
7401,M,61,955a27cddffd457da36cca5de249aa33,20180419,35000.0
7408,F,28,1afa3c131c8842b78fd580f6f6c66a6f,20140427,38000.0
7411,M,69,a9405d222eb042b3ab274c22f2a3241a,20161119,31000.0
7429,M,77,d18403099d124d95938941bd98f008f0,20161108,37000.0
7434,M,54,4eab02d70ac241a8911502dc1954069d,20170713,32000.0
7435,M,75,b75f60f949e54f649375f68f980a771f,20180424,32000.0
7460,M,51,e40650c705384775b3ca0223fe6f10be,20171211,39000.0
7493,M,82,0db38d21da2e4d17b1b0b43320b7ebab,20180604,31000.0
7499,M,40,13f26e369c1240c08200f4f1bcf26456,20170205,39000.0
7502,M,34,c766988254754a299ba73e59bedf8cc0,20180108,38000.0
7505,M,69,dad1c0e6bfe44dabbcb5c5c355c1cea8,20170802,35000.0
7519,M,47,244d3bc4a9bf4483a7c769b7f1079744,20170206,39000.0
7527,M,19,84c753e586094a35b2086af8ffea63b2,20171101,33000.0
7543,M,72,2dd5daa8a5e14fcd8fca67457541fc48,20180301,37000.0
7544,M,65,a0ae43a9b2d343e19a7cddb9c07353bd,20180110,30000.0
7574,M,29,8b4fdc40b3fa43e0a3c392cc4048150e,20171027,30000.0
7582,M,28,8827be85fca64a43bb6459f4099e16f9,20170815,35000.0
7583,M,67,020be6e9805649858595dfbaab15ccd7,20160107,39000.0
7593,M,41,a8359470eecc407b813a41fa5fb8b091,20161212,32000.0
7637,F,22,5b840b03cb2e48f0968e6df6260cd89d,20171016,32000.0
7638,M,64,13c3884c80ee4878ad15e81ab63cb95c,20131003,36000.0
7644,F,52,ab30c9f39ed8437084047b83de9a0139,20160911,39000.0
7649,M,36,2070b9fd7b9e49ed8e797a81f16562d1,20180209,39000.0
7666,F,54,1ac0142abefa459aa275aeb9410b6109,20161005,34000.0
7668,M,44,313f11a99c9e45aaab99f3af379349ad,20151121,30000.0
7672,M,61,40ce078d5b2a43d19138a788754520be,20160502,31000.0
7683,M,18,74baf5c00ec246b19efd321ce3873352,20140224,38000.0
7687,F,84,b11ad86678e347efb43115795a2d053e,20171230,37000.0
7714,M,29,c1476e44a37b4b189bad63490a0b1748,20170913,36000.0
7726,M,70,f953fbf668f64a329ed752dcbf362781,20180610,39000.0
7742,M,43,a7aca0114d2145a687d726e9d6f35b83,20170109,31000.0
7755,M,45,d8192bb8400249d18947acf38b2619fa,20171213,35000.0
7758,F,62,7c95e8f2829e4dea92e1b42a9a935bca,20160219,31000.0
7774,M,26,0b9c42f29edd4e0cbbcdc22ebdeb937c,20140207,38000.0
7782,M,35,c10a9663c525488daae778bbf584906d,20160407,32000.0
7788,M,25,0b931f3c0c9049dd825fc371e4d759f9,20180317,37000.0
7795,F,65,953f730903484691800d77f17750cdb0,20180128,39000.0
7798,F,32,6501f7863265467284c18e136e4d76ac,20161216,38000.0
7803,F,33,731cf81d68a641019a2da3fc97459223,20170331,37000.0
7818,M,57,9aa25ad8fd1940efb459bb515e6abcb5,20180702,39000.0
7834,M,49,1342d779e7594c899f9ce936e55790d7,20161223,32000.0
7845,M,59,f126206918334d3ea43168faa612e277,20180110,31000.0
7855,F,85,6e30c103b3c446d58513c19a4da6e39b,20170806,38000.0
7856,M,51,2f811436e81b461e882079479c68e72d,20180630,36000.0
7858,F,59,70f0cba2dfeb48d2817d789ba39b1939,20170825,35000.0
7868,M,59,f12407b8b57341bc8485757508874811,20170828,32000.0
7871,F,48,0c74d9a15b9f4b4aa85e150e55b9beb6,20180226,31000.0
7875,M,21,1acf2c2567854a3f83bc6f80abd2795a,20160209,31000.0
7886,M,40,31f72426dff344ed8b1b1258366caf8d,20180205,34000.0
7893,M,73,4e7d4faae08241dabb6d2c1b6857830c,20160617,32000.0
7904,M,20,5d8729b17d7243bfbd65dfc3a608090a,20170804,37000.0
7912,F,31,42b08cfe20c54e15ab6815c4a1d9d2cf,20170809,33000.0
7921,M,20,55c44f36cd9a46079ba4ece24ebd1773,20151214,33000.0
7933,M,23,62f918cdbfef4e4c89220fec49a98969,20180111,32000.0
7936,M,58,1f7289c15fe14adab43983d43d4a0390,20151220,31000.0
7942,M,49,f540ab0d259d4afd93a15d665cbbe094,20171017,33000.0
7957,M,19,87091420f60c4c2fb515e859f7a42b93,20171031,34000.0
7963,M,61,7b28112f90184eec8c38f7d7b2052a9d,20170810,31000.0
7980,M,44,2ab20d5f9e6e47b7aacc05dec0758cb9,20171102,34000.0
7986,F,30,3191b724d3fc4f4d9c5c9bf7ff66e4e6,20180607,32000.0
7988,M,25,b7e6cbe9c7ab431fb19bf38b65d60f2c,20180127,34000.0
8002,M,21,4455e61955bf4b6ba269ed2856f504e8,20171012,37000.0
8012,F,60,81330e0811304b41bbf253fca975dd4f,20180416,32000.0
8019,F,57,968e15b054b84c61821217576ab16e1f,20180217,39000.0
8033,M,27,e5b856fbfff34958b7404b6e976e6fe9,20171023,32000.0
8038,M,33,c86a41d7fc0d41039b948b7a966093bd,20180323,33000.0
8047,M,51,642dcbae782b41409fe3dfee949800ef,20180130,33000.0
8054,M,37,e61ba43fd8bf4b18b97af08e1ae53fc7,20160801,32000.0
8055,M,42,18a0d61beab64b218454834f068f3f52,20180110,32000.0
8056,M,22,efef288af381446eb0b32d0e42371846,20170510,36000.0
8079,M,82,039e0c539c2f4fc582423412a8bceb40,20180726,32000.0
8084,M,34,8f4db7b3ffbf409fbf5185c266ae4630,20171008,31000.0
8094,F,27,5998ba2c95564f6d8140d71e21c08664,20170625,31000.0
8100,M,25,cc3ad71378a240a0841158e9aefe046e,20170220,35000.0
8106,M,87,07b3cbbeea81414b9024bea5bc229daa,20180610,33000.0
8111,M,18,c2b8b11520d4477cb997ebe61aa8a51f,20180120,34000.0
8141,M,71,0cec20d571574e2d810148b0e26b2047,20150304,32000.0
8145,M,79,ad2d64ad3c7a49239a53eefe149d0091,20170926,33000.0
8146,M,20,e4d2577de3a54f1388205707ff0ed056,20170109,35000.0
8160,F,27,341961ce048a4429a5fcf5e746375370,20170928,36000.0
8179,M,67,708efcc16c1244a596b8a21b0fb471f4,20150315,38000.0
8180,F,57,84c5b62c4f4c405dbc338315dc07309f,20170914,33000.0
8183,M,52,269022e1a85746a59d0c6bd1ec8634ab,20180214,37000.0
8185,M,58,3eceb9642019459cbe7dbe9b169cda9d,20170807,34000.0
8220,F,70,aca5ee867bed49b088582a0380cb4178,20180629,35000.0
8232,F,88,04dc393b52714269877cf4ceda3f78f8,20160506,33000.0
8237,M,60,b29fe4d821824aa5b7eb865fe2c33a03,20140927,32000.0
8238,M,39,334a43e0c6614e79958061ff36a566ad,20170911,39000.0
8257,M,65,3dacb18c17fe43a7893f2f241231e647,20170721,33000.0
8261,M,26,573b3ad921ad4f3e9a717210f461ea29,20170815,38000.0
8262,M,84,46589de520eb4087a4715abf072ed490,20171125,37000.0
8290,M,39,1b7a81560a7c489fb80865bcc4e10ddd,20131015,36000.0
8304,M,65,65d0bcbe731d4be093adfb2cf13711e3,20180722,32000.0
8310,M,27,0b6c775f84a8435a9083900e1cb43ec9,20171109,35000.0
8330,M,81,6243a283a715407f8115809b5673390d,20180623,38000.0
8331,M,50,542ecf31aa394b3f80113058986bfcff,20180711,39000.0
8337,M,33,908ed9c56d3c43aa9a644a56595f70d0,20170520,38000.0
8347,M,53,db233b413d454296ba4fe2a441c954e9,20140209,35000.0
8367,M,41,58a4e015bea149deaf751f1bb59a9606,20180115,35000.0
8369,M,34,3d959df8ad83496a86d88e02018dc6e6,20180530,35000.0
8382,F,26,1c786950082a4e3c9a8c87b14fac0f0c,20171025,31000.0
8383,F,31,a5fb6f7fed7143d98432a692476b148c,20171221,32000.0
8391,F,26,b26d91bfdfa9405e858b8cd75b4b1cf4,20161005,36000.0
8405,F,60,44a4a4331353432f9700d131b1f18376,20171205,32000.0
8408,M,63,d90b2a22cba14386ba202c87867b499d,20171107,38000.0
8414,M,73,7062ce16eeda41048694c24c8c23e857,20180724,32000.0
8419,M,33,875cc24b75544ba5adf81e64cec57d1b,20171024,34000.0
8425,M,25,1523002bd35e4ac086900a316e58935e,20170619,37000.0
8434,F,59,9cf1682aa5a640bcba316127b48d8777,20150616,38000.0
8435,M,65,e84de732891044a284ae13eed5a29a63,20150613,36000.0
8443,M,32,6ee0b1897e384005a28b666ead6075ff,20171217,38000.0
8448,M,23,e26c4547c87543e8a3b01dd13165b807,20140309,39000.0
8451,M,21,868bb47ae89949f4b688981971d9a695,20150819,39000.0
8459,M,28,e8312412dd5f41b5939b5fa88f2ad228,20171104,35000.0
8469,M,31,814cc407a8c848f3a5e81d786ed6d356,20171006,34000.0
8470,M,35,0d24a49bc2ca4b38834bd30114979ee9,20171201,38000.0
8473,O,67,25617a632ba74cfe84ef220d93dff2d7,20180626,37000.0
8478,F,73,e2602891e0704a9abd1989fc568cc8ed,20171006,39000.0
8482,M,72,4934f3d9d8464fdebde561bad5bacbc2,20170814,37000.0
8489,M,37,b098f5e352d84c448a0989030bdece0d,20180223,39000.0
8497,M,32,26c3b335700e432d9e2c7d3b4808c197,20171005,32000.0
8499,M,21,351781dd504142eca4ffa7c3c0b20d0f,20180302,35000.0
8502,F,31,980a16c52ebe4f13bf23f1d767c34886,20171107,30000.0
8537,M,54,7f0f4f70ce834918828bd074dfa41e85,20130906,38000.0
8538,F,83,f0503e0e995d4592b1772fa7f3aac49c,20180607,31000.0
8581,M,82,71ce0f1aa7174e96bf1ddf16aa05bd30,20150412,32000.0
8583,M,31,f64aaf98056d4f3989b414769f3a4147,20180720,31000.0
8588,M,54,d727102ac242449ab15f1bd1af28e6ff,20171024,34000.0
8599,F,73,2f81287ac4074fcfae3be447a3c19950,20180129,37000.0
8603,M,34,0f5f04b19ad149eab00dca33360fb8e2,20180624,37000.0
8605,M,77,8bd6cb446f1d401289c02c97c4427b77,20170809,32000.0
8615,M,46,847d5d396c3f49bb887e74c1fd9a5270,20180521,36000.0
8616,M,40,306cd06bf8424bc9839ab2d631a902a4,20171219,38000.0
8619,M,28,a8ff8dbc7f1046b18fe456b5abcb4130,20160621,35000.0
8624,F,69,cada8a2c71854ab9ab711d4819155f83,20160328,36000.0
8629,M,47,a96a36c524934be89a64f516965cdabc,20170826,32000.0
8637,F,28,2704e553ed8143569367e34c7c620f5f,20160824,34000.0
8643,M,42,d0e37ab86e2a46df9674c6b80e80ab8c,20150723,31000.0
8659,M,27,4dc0c5a72d7344b2beddf539149fa29d,20170912,33000.0
8664,M,37,be0da26df72e417f81be20847a072002,20171111,34000.0
8670,F,34,da9e7cdd4b0e4978b03f92d1245c8c60,20170801,34000.0
8677,F,39,8838cec17e724568b03c6206dc166a71,20140415,31000.0
8678,F,51,0ec92c145b6e46e4b453b0a12099b404,20180412,35000.0
8685,M,55,bf53905456cf44d48ee4f1f9c823e5ec,20160501,34000.0
8702,M,63,eb420c75084b4e41b20e743f65e2daa9,20170819,31000.0
8703,F,20,1ecaa4a4ecd046e7bd41d3858041244b,20180212,32000.0
8706,M,21,49cef4f5a3e642579a8633f87645794b,20140812,34000.0
8710,M,46,633a389e01f949ebb864ab967903c45d,20171027,32000.0
8721,M,36,6d9ee24c5889452e800b7d700f29b01e,20170612,34000.0
8727,F,45,b2460375ecd44b52b89ea7a45d116d37,20171114,39000.0
8735,M,49,d2e43709c6114a7f99289d92bf9666b1,20151006,37000.0
8746,F,23,f3c023d43ce241cebbdc3516f5230db7,20170916,32000.0
8763,M,51,058e689c3b554eaf868897c8cef80c82,20180607,34000.0
8772,F,62,59e3fff22368473f97da192b3b2ab00e,20180705,36000.0
8785,M,35,3c5e22dca5164b0ca1203e2ba2a31ca7,20141026,35000.0
8793,M,55,08adbb1879624d0bbe54ecc9748fcd57,20170108,34000.0
8812,M,21,d2aea34126b84e40856e25a4ed49a611,20180615,32000.0
8814,F,52,26873f30a4b740e1b1831fc5e76d2fd3,20140520,32000.0
8829,M,43,f8fc807603f24227927a50413a5345f8,20131015,39000.0
8854,F,60,2ed61a019cb546b4ab9c6d3bd4a792f8,20171217,32000.0
8880,F,74,2c3a15a27abf4226bd0390441af59fd7,20180118,36000.0
8885,M,47,1cf24c771801476294824c4387196508,20131110,30000.0
8886,M,38,94065909f075436ebe249bf5cb6a4f4e,20180510,37000.0
8892,M,70,d6990e9615924acf80dbdf991238c371,20171025,31000.0
8894,M,28,da3d478411cd4a30a6efa9d673530f00,20170523,30000.0
8907,M,53,9f02136155d04f028d932f1aa2220f9e,20161008,33000.0
8912,M,24,48fe136d44a84d59a84c56a975672368,20150227,32000.0
8915,M,36,208662b6e1194f939912d490f345f76c,20170831,34000.0
8919,M,34,6e82ae1b9d9e43eea712397f21f749b9,20180707,31000.0
8927,M,50,3136a7b5dda645718108505f7aa4fdaf,20170718,39000.0
8958,M,23,2abf5b9e31404a1aacb919cf7ce3d1a3,20160709,36000.0
8965,F,37,f8d279c6b0df4fdda22c3d85ecc32a9e,20161018,33000.0
8971,M,40,d0545018234e4ca6a34b2ed6e5d833a5,20171228,35000.0
8978,M,39,8357d06bb1b54416ac7579127de07a7c,20131115,33000.0
8985,F,43,642b6f1bf61040efb73e1859cf00e79e,20131122,38000.0
8992,M,25,69f32a7aa7c747f691996d31c271c6bf,20171130,35000.0
8995,F,73,7d7329e9dfa2463cb1ce7218e9ed3dd9,20150806,35000.0
9018,F,28,d80115e2c3fa4b2fa68c65199e7dbb83,20170404,35000.0
9020,F,61,4cf8d3d4d5fb42889826b3de0cd74f7c,20171224,37000.0
9021,M,29,632b544911b5482c89d73988161ea899,20170910,31000.0
9034,M,57,d00c733c9c8d4ae7ad41c53750f64c48,20170816,33000.0
9036,M,65,5b502a6854534ca588eb13ab59c3c5ad,20131022,33000.0
9039,F,61,d660d99086664c348480011c5c013529,20180308,31000.0
9058,F,75,99aa41a074f247aea838f630c7acaf76,20151003,35000.0
9063,M,27,9c53c8d4129d41908edaf53e2865baf5,20180104,31000.0
9067,M,23,3713b8ef49c541beaa07ed83ed0136d5,20170828,35000.0
9071,M,54,58c60f3d0ec14ced9d2a6985d3b6a95e,20171102,35000.0
9101,M,24,addacaac2dda48b69f68158175f2e797,20161010,39000.0
9106,M,41,6eb244501c7641c58587846c8812e0b5,20170916,38000.0
9115,F,89,7a5f624f754d4fceb346887164425f1d,20151229,38000.0
9124,M,69,8048b38920d94ae687bd10f24028372f,20150428,39000.0
9136,M,34,cccc28cea9bf4b1f94bd032402c66438,20171115,35000.0
9140,M,26,dfc59d52b6674c21aa7f077071dacfd8,20170213,38000.0
9143,F,58,31c17c442b3c4cf8ae311ecac03b6dde,20170412,39000.0
9146,M,46,e4f5ae8dd12b4983a8e398a34f88349e,20171012,37000.0
9160,F,74,98ba686b0d9943279f4ef1ee9480eaff,20170517,35000.0
9176,M,33,2415e94667fb46cc815d1092ae5fa760,20171104,38000.0
9179,M,68,fecbe60af0f24875892cde695980a61e,20160608,39000.0
9181,M,19,6873c87e6d94458ab9f0217dec258344,20180707,30000.0
9187,O,28,1751879d8a994aa8b87a18c79af524b9,20170925,33000.0
9216,F,72,bdfb10a4d8ed4001a0bf9401c397df33,20160917,37000.0
9218,M,25,677c77412ea34f8e9c7db948b6ac685a,20161105,30000.0
9227,F,29,9d1a80ee80274a7b843e92e17208c99b,20160726,32000.0
9237,F,57,8fe77d1fbeb6475a863322c99f6a5eff,20180331,35000.0
9246,F,47,7ca6bcfd20fc4b8488d8e7e590f0d44e,20180605,39000.0
9248,M,25,29fdfc06b7ea4373907b1f26389a675a,20170822,33000.0
9251,M,34,e7f21a3d28164d98aad6595510521f8e,20171212,34000.0
9252,M,59,79776c8e8f81405aa08a16273ee7e1be,20140819,36000.0
9263,M,28,173eddd1c93340e0a8e7f8ef010831e8,20180626,33000.0
9286,F,34,7fa4dff92dce46e1bf9bbc1fb7074a3d,20160907,35000.0
9296,F,42,4ffaeb221c214a6285349fe755d811d3,20160709,35000.0
9299,M,30,848b8e9245f240b18d39ca69fc481c5a,20130926,33000.0
9334,F,87,b72f515d427a4f9881af4a3ff1f1181e,20140625,37000.0
9359,M,62,0b4c43b9cba1408a91dbf48c44b8026a,20171202,32000.0
9361,M,84,558b5f855ed1445c85a65dd2e55e86e3,20180612,32000.0
9372,F,58,6b36a1deee924d688236c11416854db0,20151005,32000.0
9382,M,61,d14c0a51b98b4d1aa3d5ecaab5e31109,20130825,33000.0
9386,F,41,79db0317008e43eca747f2a25a2d2d87,20180129,38000.0
9418,M,22,1f59796079a04371b380b2fbf2be6f73,20170914,35000.0
9419,F,76,d245246470eb47fc8a7ac928f723c326,20161122,32000.0
9436,M,22,47dbd4e810d646e99061327ee0b066f5,20160914,36000.0
9452,M,53,4aa865cd6fa5422d9ccc35e534272912,20170916,33000.0
9453,M,53,02b6895b3cab4f79a116bddc1c70b5c3,20171013,34000.0
9455,F,77,62c45627e26048fc9a0aadc842c91cd9,20170120,37000.0
9484,M,46,3de934a628584d3aad45781044acf062,20170425,34000.0
9535,F,70,596596b70ca8479fa54cb1a2fa3959fe,20150819,35000.0
9537,M,26,190fcd45fd074de8b41531fc6ffa6f42,20170725,33000.0
9540,M,90,be248a405efe444ca315aeea99c47d6a,20171129,34000.0
9573,F,48,eeb598ca6cc14ea483e1efb0ae419dd8,20160402,38000.0
9580,M,25,7685603a1b034f12b5b682f483c316d6,20171119,35000.0
9584,M,45,cd1c1a96627846e28dc05b1121029f5a,20180301,36000.0
9590,F,76,fd7ac6a24ecd4f9c87e1a0423e2d975d,20180218,38000.0
9591,F,52,ea5f5cd2fa5242fdae1cfa08626579a9,20170123,33000.0
9616,M,56,941494c5f20a482bbfe46fcb54543d66,20180714,33000.0
9624,M,65,7fb6bf3c081b41ceb3609d53c87110d7,20151016,33000.0
9648,M,67,6613c82a3acd4cbca267d7b056b35780,20160722,38000.0
9657,M,40,34c9104c14094b4bae602630e09021cf,20161009,34000.0
9659,M,40,a54f2fe8cd524ee0b7211a2dd6e5dec8,20150528,33000.0
9677,M,40,a952125da83b42648838f79b5ea62b91,20180629,32000.0
9678,M,72,22d072830a384100928fbbc313e6184a,20130906,31000.0
9686,M,46,e7f6dc2a3bb7493ca35cebbbe6e444bb,20130912,39000.0
9688,M,74,6be5ebbe8b2e420c88437abc6d92b00b,20180322,35000.0
9689,M,46,8319fc0fd5294e6daf21fe0b1116c71e,20180315,38000.0
9691,F,80,65792a70a5174dd484ef549a6bab7db4,20160912,38000.0
9705,M,20,5a2b2d10e2de43d3bb4bb67d8ce3b1df,20170901,35000.0
9710,M,36,2f7c926f7ef44165b0e2b635ea745af7,20141108,32000.0
9714,M,27,f3b9b9a4adfb432dbb1d572aff469e99,20170519,34000.0
9717,M,28,ffac285a64714aca8efd8d61a5606e84,20171022,36000.0
9721,M,63,b5ab65ab4b194ac2909bf47bc4d87c8c,20171001,34000.0
9732,M,19,5cd966bc5ef04cb6b3aaad696d06444f,20140819,39000.0
9743,M,46,3587049edaf84b8f963ecdbb65beb24e,20161104,32000.0
9750,M,49,9aa11a3cdbac4c0192706ac2b7aa40da,20180705,38000.0
9765,M,63,d19e2ab62d954b7aa521b0588eeb8af9,20180118,30000.0
9769,M,38,442a16999bca4c9aa0da75ffe17cd043,20180321,37000.0
9776,M,26,27573d3ebc154a48a9cd245ae16b71a2,20180202,34000.0
9781,F,25,2a1cb19a9fa64200b4a636f18f4946de,20141123,32000.0
9798,M,24,0afacad54c614b348139fcf6a6e19c7a,20171217,38000.0
9803,F,85,4bf0b33a8dbf4db2bf9f4a82a3ba6b6c,20180127,34000.0
9804,F,53,921fa526aa10416e826a283e8e0cc359,20180501,34000.0
9812,F,81,201969e0f3a7480eba5a291687c45cb9,20151009,36000.0
9826,M,35,0f1af368427e4edb931bf92763762812,20180313,38000.0
9829,F,83,4180446d6f81480cbc467b969b9559bc,20161114,37000.0
9855,M,37,c3c21c642efe414aa24a4cc8e8a76d20,20170714,36000.0
9858,M,52,5f66347585054300a7cf5a9718a651c1,20140930,35000.0
9860,F,24,40d8739cf2ac400d85efe192c3b41a34,20180704,39000.0
9871,F,60,55a7b5983358434db2bd1d0f5d4418f2,20180629,36000.0
