,storeNumber,countryCode,opening_times,closing_times,duration
14008,17743-168006,US,05:00:00,21:00:00,16:00:00
14009,76220-90361,US,08:00:00,20:00:00,12:00:00
14010,76604-95684,US,08:00:00,20:00:00,12:00:00
14011,47361-257925,US,05:00:00,20:00:00,15:00:00
14012,2252-1223,US,05:30:00,20:00:00,14:30:00
14013,15752-162106,US,05:00:00,21:00:00,16:00:00
14014,2623-62739,US,05:00:00,21:00:00,16:00:00
14015,2445-20980,US,05:00:00,19:00:00,14:00:00
14016,60652-291125,US,08:00:00,20:00:00,12:00:00
14017,13522-106970,US,06:00:00,20:00:00,14:00:00
14018,2310-1856,US,05:30:00,20:00:00,14:30:00
14019,62850-297367,US,05:00:00,20:00:00,15:00:00
14020,63032-291017,US,08:00:00,22:00:00,14:00:00
14021,58413-285623,US,05:00:00,21:00:00,16:00:00
14022,53771-279230,US,06:00:00,19:00:00,13:00:00
14023,13439-107188,US,05:00:00,21:00:00,16:00:00
14024,16249-162125,US,05:00:00,21:00:00,16:00:00
14025,18830-191525,US,06:00:00,16:00:00,10:00:00
14026,27890-247967,US,05:00:00,12:30:00,07:30:00
14027,72117-3469,US,06:00:00,13:00:00,07:00:00
14028,75209-87726,US,07:00:00,12:00:00,05:00:00
14029,6314-6908,US,05:30:00,14:00:00,08:30:00
14031,9563-95917,US,05:00:00,22:00:00,17:00:00
14032,6434-288738,US,05:00:00,21:00:00,16:00:00
14033,56915-289425,US,08:00:00,21:00:00,13:00:00
14034,50827-274404,US,05:30:00,14:00:00,08:30:00
14035,13713-107625,US,05:00:00,22:00:00,17:00:00
14036,22719-221004,US,05:00:00,20:00:00,15:00:00
14037,10961-102868,US,04:30:00,20:00:00,15:30:00
14038,9298-95916,US,05:00:00,19:00:00,14:00:00
14039,72859-83228,US,06:00:00,20:00:00,14:00:00
14040,251-229944,US,05:00:00,21:00:00,16:00:00
14041,73931-102079,US,06:00:00,19:00:00,13:00:00
14042,76512-99423,US,08:00:00,21:00:00,13:00:00
14043,72690-76606,US,07:00:00,21:00:00,14:00:00
14044,10863-103229,US,05:00:00,19:00:00,14:00:00
14045,70077-138824,US,06:00:00,20:00:00,14:00:00
14046,79344-96655,US,06:00:00,20:00:00,14:00:00
14047,25028-177246,US,06:00:00,20:00:00,14:00:00
14048,22818-220809,US,06:00:00,17:00:00,11:00:00
14049,52452-281911,US,05:00:00,20:00:00,15:00:00
14050,15145-156124,US,08:00:00,21:00:00,13:00:00
14051,2825-209726,US,05:00:00,21:00:00,16:00:00
14052,55966-267884,US,06:00:00,20:00:00,14:00:00
14053,74355-85884,US,06:00:00,19:00:00,13:00:00
14054,6425-49679,US,05:00:00,20:30:00,15:30:00
14055,74373-82283,US,06:00:00,18:00:00,12:00:00
14056,79569-107097,US,06:00:00,19:00:00,13:00:00
14057,24213-180506,US,04:30:00,22:00:00,17:30:00
14058,11246-103076,US,04:30:00,22:00:00,17:30:00
14059,10856-101379,US,04:30:00,22:00:00,17:30:00
14060,13888-108514,US,04:30:00,20:00:00,15:30:00
14061,2757-89241,US,05:00:00,20:00:00,15:00:00
14062,10368-100752,US,05:00:00,20:00:00,15:00:00
14063,19828-200204,US,03:30:00,22:00:00,18:30:00
14064,48179-261876,US,04:30:00,21:00:00,16:30:00
14065,13243-106151,US,04:00:00,21:30:00,17:30:00
14066,50226-272272,US,06:00:00,20:00:00,14:00:00
14067,62072-296436,US,07:00:00,19:00:00,12:00:00
14068,9705-95477,US,05:00:00,22:00:00,17:00:00
14069,5102-144970,US,08:00:00,20:00:00,12:00:00
14070,59484-289032,US,07:30:00,21:00:00,13:30:00
14071,10826-102732,US,05:30:00,21:00:00,15:30:00
14072,2426-16174,US,05:00:00,20:00:00,15:00:00
14073,54175-285676,US,05:00:00,21:00:00,16:00:00
14074,18566-178607,US,05:00:00,21:00:00,16:00:00
14075,57546-291304,US,05:00:00,21:00:00,16:00:00
14076,50203-271148,US,06:00:00,19:00:00,13:00:00
14077,2649-63140,US,05:00:00,21:00:00,16:00:00
14078,55002-286453,US,06:00:00,19:00:00,13:00:00
14079,76107-79323,US,07:00:00,21:00:00,14:00:00
14080,18024-182807,US,05:00:00,21:00:00,16:00:00
14081,2556-42160,US,05:00:00,20:00:00,15:00:00
14082,26160-237118,US,04:30:00,21:00:00,16:30:00
14083,17358-162104,US,05:00:00,21:00:00,16:00:00
14084,60653-291221,US,09:00:00,20:00:00,11:00:00
14085,10239-100045,US,04:00:00,21:00:00,17:00:00
14086,2338-3350,US,05:30:00,20:00:00,14:30:00
14087,11490-103873,US,05:00:00,21:00:00,16:00:00
14088,48178-261877,US,05:30:00,21:00:00,15:30:00
14089,76846-111404,US,08:00:00,21:00:00,13:00:00
14090,2626-63429,US,04:30:00,20:00:00,15:30:00
14091,2826-87462,US,05:00:00,21:00:00,16:00:00
14092,25698-240423,US,04:30:00,21:30:00,17:00:00
14093,2694-82520,US,05:00:00,21:00:00,16:00:00
14094,60971-294785,US,05:00:00,21:00:00,16:00:00
14095,55261-288761,US,04:30:00,21:00:00,16:30:00
14096,58505-292691,US,05:00:00,21:00:00,16:00:00
14097,266-1467,US,05:00:00,19:00:00,14:00:00
14098,19854-202424,US,05:00:00,21:00:00,16:00:00
14099,64666-298679,US,06:00:00,21:00:00,15:00:00
14100,21379-208368,US,05:00:00,21:00:00,16:00:00
14101,57112-290668,US,06:00:00,16:00:00,10:00:00
14102,19693-201565,US,05:30:00,20:30:00,15:00:00
14103,76911-127264,US,07:00:00,20:00:00,13:00:00
14104,14840-129334,US,05:00:00,22:00:00,17:00:00
14105,50483-275106,US,06:00:00,19:00:00,13:00:00
14106,47753-259564,US,06:00:00,19:00:00,13:00:00
14107,18858-191484,US,06:00:00,19:00:00,13:00:00
14108,53880-284307,US,06:00:00,20:00:00,14:00:00
14109,57774-291902,US,06:00:00,19:00:00,13:00:00
14110,11619-104790,US,06:00:00,20:00:00,14:00:00
14111,29165-251524,US,06:00:00,21:00:00,15:00:00
14112,48565-263629,US,05:00:00,21:00:00,16:00:00
14113,57753-291849,US,05:00:00,21:00:00,16:00:00
14114,50258-272944,US,08:00:00,21:00:00,13:00:00
14115,73868-106710,US,06:00:00,19:00:00,13:00:00
14116,20278-176064,US,06:00:00,19:00:00,13:00:00
14117,65044-299190,US,06:00:00,19:00:00,13:00:00
14118,25943-230605,US,06:30:00,20:00:00,13:30:00
14119,74414-91321,US,05:00:00,20:00:00,15:00:00
14120,2838-92782,US,04:00:00,21:00:00,17:00:00
14121,15605-151604,US,06:00:00,19:00:00,13:00:00
14122,8854-95070,US,04:30:00,21:00:00,16:30:00
14123,76402-97186,US,08:00:00,21:00:00,13:00:00
14124,74379-83392,US,06:00:00,20:00:00,14:00:00
14125,13122-152324,US,06:00:00,19:00:00,13:00:00
14126,13150-138191,US,06:00:00,20:00:00,14:00:00
14127,73908-102067,US,06:00:00,19:00:00,13:00:00
14128,75733-95241,US,05:00:00,17:30:00,12:30:00
14129,49733-245843,US,06:00:00,19:00:00,13:00:00
14130,49538-267604,US,04:30:00,22:00:00,17:30:00
14131,74922-101015,US,06:00:00,20:30:00,14:30:00
14132,16501-160704,US,06:00:00,22:00:00,16:00:00
14133,25206-237608,US,08:00:00,21:00:00,13:00:00
14134,8783-93239,US,04:30:00,22:00:00,17:30:00
14135,24410-234704,US,04:30:00,21:00:00,16:30:00
14136,13930-113465,US,10:30:00,16:30:00,06:00:00
14137,11313-104543,US,05:30:00,20:30:00,15:00:00
14138,76258-95153,US,08:00:00,20:00:00,12:00:00
14139,717-1126,US,05:30:00,19:30:00,14:00:00
14140,29084-248386,US,06:00:00,19:00:00,13:00:00
14141,74166-32179,US,06:00:00,20:00:00,14:00:00
14142,7387-285830,US,05:00:00,20:00:00,15:00:00
14143,74698-67240,US,06:00:00,20:00:00,14:00:00
14144,710-1117,US,05:00:00,20:30:00,15:30:00
14145,16905-166424,US,05:30:00,20:00:00,14:30:00
14146,79350-98317,US,06:00:00,19:00:00,13:00:00
14147,732-976,US,05:00:00,20:00:00,15:00:00
14148,50373-269906,US,04:00:00,16:00:00,12:00:00
14149,75667-93767,US,04:00:00,16:00:00,12:00:00
14150,50374-269905,US,04:00:00,21:00:00,17:00:00
14151,75588-76320,US,05:00:00,15:00:00,10:00:00
14152,54427-286517,US,04:00:00,19:00:00,15:00:00
14153,50375-269904,US,04:00:00,19:00:00,15:00:00
14154,72576-108242,US,06:00:00,19:00:00,13:00:00
14155,3334-246404,US,04:30:00,20:00:00,15:30:00
14156,3267-1860,US,07:00:00,18:00:00,11:00:00
14157,11665-88085,US,04:30:00,18:30:00,14:00:00
14158,74381-86200,US,05:00:00,20:00:00,15:00:00
14159,3217-84200,US,04:30:00,21:30:00,17:00:00
14161,14156-112404,US,05:30:00,18:30:00,13:00:00
14162,74556-77464,US,06:00:00,20:00:00,14:00:00
14163,74648-93368,US,06:00:00,19:00:00,13:00:00
14164,6654-70500,US,06:00:00,20:00:00,14:00:00
14165,510-453,US,06:00:00,18:00:00,12:00:00
14166,5563-234644,US,04:30:00,21:30:00,17:00:00
14167,622-345,US,04:30:00,00:00:00,19:30:00
14168,59491-293656,US,05:00:00,20:00:00,15:00:00
14169,49362-261825,US,08:00:00,20:00:00,12:00:00
14170,79626-102648,US,06:00:00,19:00:00,13:00:00
14171,14011-108036,US,05:30:00,19:00:00,13:30:00
14172,8695-91420,US,05:00:00,21:00:00,16:00:00
14173,56947-289485,US,08:00:00,21:00:00,13:00:00
14174,10563-100589,US,05:00:00,17:00:00,12:00:00
14175,76922-90446,US,08:00:00,21:00:00,13:00:00
14176,24258-234464,US,05:30:00,21:00:00,15:30:00
14177,2654-35719,US,05:30:00,15:30:00,10:00:00
14178,60649-293209,US,08:00:00,21:00:00,13:00:00
14179,20791-208087,US,08:00:00,21:00:00,13:00:00
14181,13607-107499,US,05:30:00,21:00:00,15:30:00
14182,65630-298375,US,05:00:00,21:00:00,16:00:00
14183,17891-175724,US,08:00:00,21:00:00,13:00:00
14184,8372-290008,US,05:30:00,22:00:00,16:30:00
14185,11996-105613,US,05:30:00,21:00:00,15:30:00
14186,58511-291905,US,05:30:00,20:00:00,14:30:00
14187,13645-107355,US,05:00:00,20:30:00,15:30:00
14188,2217-191325,US,05:00:00,21:30:00,16:30:00
14189,9645-96469,US,04:30:00,21:00:00,16:30:00
14190,14295-107071,US,10:00:00,17:00:00,07:00:00
14191,52542-281876,US,05:00:00,20:00:00,15:00:00
14192,52541-281875,US,05:00:00,20:00:00,15:00:00
14193,27923-248844,US,05:00:00,21:00:00,16:00:00
14194,27686-248004,US,05:00:00,21:00:00,16:00:00
14195,27685-248005,US,05:00:00,21:00:00,16:00:00
14196,75593-77287,US,05:00:00,21:00:00,16:00:00
14197,60742-285693,US,07:00:00,21:00:00,14:00:00
14198,73780-111885,US,06:00:00,20:00:00,14:00:00
14200,58417-291863,US,05:30:00,19:30:00,14:00:00
14201,58526-290468,US,05:00:00,21:00:00,16:00:00
14202,7739-44906,US,05:00:00,20:00:00,15:00:00
14203,54760-288491,US,05:30:00,13:00:00,07:30:00
14204,7362-1506,US,06:00:00,20:00:00,14:00:00
14205,26152-243613,US,06:00:00,16:00:00,10:00:00
14206,75299-79635,US,08:00:00,20:00:00,12:00:00
14207,56477-289185,US,08:00:00,20:00:00,12:00:00
14208,73857-94450,US,06:00:00,21:00:00,15:00:00
14209,20466-205025,US,05:00:00,13:00:00,08:00:00
14210,48184-261865,US,05:30:00,21:00:00,15:30:00
14211,21510-212987,US,05:00:00,20:00:00,15:00:00
14212,26748-245298,US,06:00:00,21:00:00,15:00:00
14213,7483-8050,US,05:00:00,22:30:00,17:30:00
14214,7291-1086,US,05:30:00,18:00:00,12:30:00
14215,7276-757,US,05:30:00,20:00:00,14:30:00
14216,73690-128388,US,06:00:00,19:00:00,13:00:00
14217,3236-251306,US,05:00:00,21:00:00,16:00:00
14218,10268-273044,US,05:00:00,21:00:00,16:00:00
14219,27551-245465,US,08:00:00,21:00:00,13:00:00
14220,73101-18219,US,06:00:00,19:00:00,13:00:00
14221,18191-179886,US,06:00:00,19:00:00,13:00:00
14222,56079-289810,US,05:30:00,20:00:00,14:30:00
14223,73137-21103,US,06:00:00,19:00:00,13:00:00
14224,10732-98969,US,05:00:00,19:00:00,14:00:00
14225,26353-101209,US,06:00:00,19:00:00,13:00:00
14226,55596-289318,US,05:00:00,21:00:00,16:00:00
14227,55733-282860,US,06:00:00,20:00:00,14:00:00
14228,8832-94654,US,05:00:00,20:00:00,15:00:00
14229,59399-292901,US,05:00:00,20:00:00,15:00:00
14230,9879-282862,US,05:00:00,20:30:00,15:30:00
14231,14832-133707,US,05:00:00,19:00:00,14:00:00
14232,13519-104905,US,05:00:00,19:00:00,14:00:00
14233,15773-131804,US,06:00:00,19:00:00,13:00:00
14234,8831-94653,US,05:00:00,20:00:00,15:00:00
14235,3246-1600,US,05:30:00,21:00:00,15:30:00
14236,25968-192846,US,06:00:00,19:00:00,13:00:00
14237,48352-260924,US,05:00:00,20:00:00,15:00:00
14238,13571-106831,US,05:00:00,20:00:00,15:00:00
14239,72728-62299,US,06:00:00,19:00:00,13:00:00
14240,3235-1599,US,05:00:00,20:00:00,15:00:00
14241,73130-21441,US,06:00:00,19:00:00,13:00:00
14242,29658-253952,US,06:00:00,19:00:00,13:00:00
14243,24499-237074,US,05:00:00,20:00:00,15:00:00
14244,51551-263184,US,07:30:00,19:00:00,11:30:00
14245,73478-44381,US,06:00:00,19:00:00,13:00:00
14246,3266-2000,US,05:00:00,21:00:00,16:00:00
14247,55730-282859,US,06:00:00,20:00:00,14:00:00
14248,50198-269946,US,06:00:00,19:00:00,13:00:00
14249,22244-202964,US,05:00:00,20:30:00,15:30:00
14250,76698-102604,US,08:00:00,21:00:00,13:00:00
14251,56512-289942,US,06:00:00,19:00:00,13:00:00
14252,9297-94984,US,05:00:00,20:00:00,15:00:00
14253,72706-33962,US,06:00:00,19:00:00,13:00:00
14254,4130-104219,US,06:00:00,19:00:00,13:00:00
14255,13688-107970,US,05:00:00,21:00:00,16:00:00
14256,22133-206324,US,06:00:00,19:00:00,13:00:00
14257,24101-235165,US,05:00:00,19:00:00,14:00:00
14258,19869-193724,US,05:00:00,15:00:00,10:00:00
14259,47431-257945,US,05:30:00,21:00:00,15:30:00
14260,21287-208886,US,06:00:00,19:00:00,13:00:00
14261,74249-67201,US,06:00:00,20:00:00,14:00:00
14262,55662-289445,US,05:00:00,21:30:00,16:30:00
14263,3975-146704,US,06:00:00,20:00:00,14:00:00
14264,11965-105196,US,04:30:00,21:00:00,16:30:00
14265,7634-32219,US,05:00:00,21:30:00,16:30:00
14266,76257-95152,US,08:00:00,21:00:00,13:00:00
14267,74116-25288,US,06:00:00,20:00:00,14:00:00
14268,7607-19960,US,05:00:00,21:30:00,16:30:00
14269,10964-81202,US,05:30:00,21:00:00,15:30:00
14270,74244-66840,US,06:00:00,20:00:00,14:00:00
14271,7401-1574,US,00:00:00,00:00:00,00:00:00
14272,8743-280762,US,05:00:00,22:30:00,17:30:00
14273,7480-8691,US,05:30:00,20:30:00,15:00:00
14274,72578-103051,US,06:00:00,19:00:00,13:00:00
14276,10764-99936,US,05:30:00,19:30:00,14:00:00
14277,3232-210064,US,04:30:00,20:00:00,15:30:00
14278,72977-96844,US,05:30:00,18:30:00,13:00:00
14279,74849-98387,US,06:00:00,19:00:00,13:00:00
14280,394-246589,US,05:00:00,16:00:00,11:00:00
14281,385-211,US,05:00:00,18:00:00,13:00:00
14282,10990-102548,US,05:30:00,19:00:00,13:30:00
14283,56858-286475,US,06:30:00,14:00:00,07:30:00
14284,79523-97968,US,06:00:00,20:00:00,14:00:00
14285,47600-258978,US,06:30:00,19:30:00,13:00:00
14286,52763-282930,US,05:00:00,20:00:00,15:00:00
14287,3297-6387,US,05:30:00,19:00:00,13:30:00
14288,3424-93377,US,00:00:00,00:00:00,00:00:00
14289,74535-39059,US,06:00:00,20:00:00,14:00:00
14290,2780-90754,US,04:30:00,20:00:00,15:30:00
14291,73185-21493,US,08:00:00,15:30:00,07:30:00
14292,5998-251931,US,04:30:00,16:00:00,11:30:00
14293,70057-108626,US,07:00:00,15:00:00,08:00:00
14294,5409-1034,US,05:00:00,18:00:00,13:00:00
14295,22134-211305,US,06:00:00,22:00:00,16:00:00
14296,49269-237531,US,05:00:00,20:00:00,15:00:00
14297,9307-95690,US,05:00:00,18:00:00,13:00:00
14298,65853-299414,US,00:00:00,00:00:00,00:00:00
14299,10748-101585,US,04:30:00,20:00:00,15:30:00
14300,5748-247977,US,04:30:00,20:00:00,15:30:00
14301,73805-108625,US,06:00:00,20:00:00,14:00:00
14302,76721-98107,US,08:00:00,21:00:00,13:00:00
14303,58507-291337,US,05:00:00,20:00:00,15:00:00
14304,5111-144827,US,08:00:00,21:00:00,13:00:00
14305,47678-106018,US,06:00:00,20:00:00,14:00:00
14306,29260-251928,US,05:00:00,20:00:00,15:00:00
14307,54975-282825,US,05:00:00,21:00:00,16:00:00
14308,58710-292878,US,05:00:00,21:00:00,16:00:00
14309,27775-248366,US,05:00:00,21:00:00,16:00:00
14310,10473-101353,US,05:30:00,21:00:00,15:30:00
14311,18632-191164,US,05:30:00,19:00:00,13:30:00
14312,8932-95283,US,05:00:00,21:00:00,16:00:00
14313,63026-295476,US,07:00:00,21:00:00,14:00:00
14314,51990-257950,US,06:00:00,20:00:00,14:00:00
14316,48616-262307,US,05:00:00,21:00:00,16:00:00
14317,11309-104165,US,05:30:00,16:00:00,10:30:00
14318,6835-232044,US,05:00:00,20:30:00,15:30:00
14319,9084-151271,US,08:00:00,21:00:00,13:00:00
14320,17366-163404,US,08:00:00,21:00:00,13:00:00
14321,17956-172068,US,05:00:00,20:30:00,15:30:00
14322,13391-106699,US,05:30:00,20:00:00,14:30:00
14323,22468-101206,US,06:00:00,20:00:00,14:00:00
14324,75547-41002,US,05:30:00,17:00:00,11:30:00
14325,5459-286327,US,05:30:00,21:00:00,15:30:00
14326,73448-25069,US,06:00:00,19:00:00,13:00:00
14327,75920-100435,US,06:00:00,16:00:00,10:00:00
14328,17957-174946,US,06:30:00,20:00:00,13:30:00
14329,76706-99424,US,08:00:00,21:00:00,13:00:00
14330,5658-286450,US,06:00:00,21:00:00,15:00:00
14331,52845-267873,US,06:00:00,20:30:00,14:30:00
14332,73952-102101,US,06:00:00,20:00:00,14:00:00
14333,60940-295200,US,06:00:00,22:00:00,16:00:00
14334,60949-295198,US,00:00:00,00:00:00,00:00:00
14335,60944-295199,US,06:00:00,22:00:00,16:00:00
14336,58708-292881,US,05:00:00,21:00:00,16:00:00
14337,23570-224144,US,06:00:00,20:00:00,14:00:00
14338,73586-86591,US,06:00:00,19:00:00,13:00:00
14339,27984-236506,US,07:30:00,18:00:00,10:30:00
14340,5890-34199,US,05:30:00,21:30:00,16:00:00
14341,50206-259692,US,06:00:00,21:00:00,15:00:00
14342,57612-290282,US,04:30:00,22:00:00,17:30:00
14343,5329-286681,US,05:30:00,20:30:00,15:00:00
14344,11949-104614,US,05:00:00,20:00:00,15:00:00
14345,72604-23041,US,07:00:00,21:00:00,14:00:00
14346,19368-186950,US,05:30:00,17:00:00,11:30:00
14347,27118-246872,US,05:00:00,21:00:00,16:00:00
14348,75144-75264,US,00:00:00,00:00:00,00:00:00
14349,50326-270824,US,06:30:00,21:00:00,14:30:00
14350,50029-268090,US,06:00:00,15:00:00,09:00:00
14351,22794-101207,US,06:00:00,20:00:00,14:00:00
14352,13277-104211,US,06:00:00,20:00:00,14:00:00
14353,72605-27107,US,07:00:00,21:00:00,14:00:00
14354,8967-247135,US,04:30:00,21:00:00,16:30:00
14355,9580-96901,US,07:00:00,20:00:00,13:00:00
14356,65685-299468,US,06:00:00,20:00:00,14:00:00
14357,63113-296767,US,04:30:00,21:30:00,17:00:00
14358,10216-100047,US,05:00:00,20:00:00,15:00:00
14360,59624-293861,US,05:00:00,21:00:00,16:00:00
14361,9489-96727,US,05:00:00,21:00:00,16:00:00
14362,8107-95864,US,05:00:00,21:00:00,16:00:00
14363,25586-241245,US,04:30:00,23:00:00,18:30:00
14364,26987-244065,US,05:00:00,21:00:00,16:00:00
14366,8958-95113,US,05:00:00,20:00:00,15:00:00
14367,11254-103276,US,05:00:00,22:30:00,17:30:00
14368,10355-98749,US,05:30:00,21:00:00,15:30:00
14369,54060-279104,US,05:30:00,21:00:00,15:30:00
14370,58439-292544,US,07:00:00,19:00:00,12:00:00
14371,10038-95235,US,06:00:00,20:00:00,14:00:00
14372,62552-296411,US,05:30:00,22:00:00,16:30:00
14373,10330-99342,US,05:00:00,19:00:00,14:00:00
14374,416-184,US,05:30:00,18:30:00,13:00:00
14375,53508-272424,US,06:00:00,19:00:00,13:00:00
14376,16317-170380,US,05:00:00,19:00:00,14:00:00
14377,484-19399,US,05:00:00,19:00:00,14:00:00
14378,3415-286519,US,05:00:00,22:00:00,17:00:00
14379,74345-82461,US,06:00:00,19:00:00,13:00:00
14380,458-1344,US,06:00:00,18:00:00,12:00:00
14381,72912-94362,US,06:00:00,19:00:00,13:00:00
14382,421-165,US,05:30:00,19:00:00,13:30:00
14383,74321-79468,US,06:00:00,19:00:00,13:00:00
14384,49203-253574,US,04:30:00,20:00:00,15:30:00
14385,74210-112984,US,06:00:00,19:00:00,13:00:00
14386,13991-108499,US,05:00:00,21:00:00,16:00:00
14387,10480-100820,US,05:00:00,17:00:00,12:00:00
14388,76181-88824,US,08:00:00,20:00:00,12:00:00
14389,60646-294431,US,06:00:00,19:00:00,13:00:00
14390,25254-239485,US,06:30:00,19:00:00,12:30:00
14391,59794-291015,US,08:00:00,20:00:00,12:00:00
14392,8969-94632,US,05:00:00,20:00:00,15:00:00
14393,23128-224744,US,05:00:00,20:00:00,15:00:00
14394,2617-57219,US,05:00:00,20:00:00,15:00:00
14395,50041-271949,US,06:30:00,19:00:00,12:30:00
14396,11826-105556,US,05:00:00,19:00:00,14:00:00
14397,16026-167384,US,05:00:00,20:00:00,15:00:00
14398,2882-91818,US,05:00:00,20:00:00,15:00:00
14399,59373-293579,US,05:00:00,20:00:00,15:00:00
14400,2258-713,US,06:00:00,20:00:00,14:00:00
14401,9859-98421,US,05:00:00,19:00:00,14:00:00
14402,47408-254727,US,05:30:00,19:00:00,13:30:00
14403,2268-711,US,05:00:00,20:00:00,15:00:00
14404,2524-29615,US,05:00:00,17:00:00,12:00:00
14405,54962-282716,US,05:30:00,19:00:00,13:30:00
14406,13490-98427,US,04:30:00,18:00:00,13:30:00
14407,18651-103417,US,06:00:00,20:00:00,14:00:00
14408,5410-253432,US,05:00:00,21:00:00,16:00:00
14409,6569-61701,US,05:00:00,20:00:00,15:00:00
14410,75004-70380,US,06:00:00,20:00:00,14:00:00
14411,52834-272987,US,05:00:00,21:00:00,16:00:00
14412,23483-230641,US,06:00:00,20:00:00,14:00:00
14413,79714-108618,US,06:00:00,19:00:00,13:00:00
14414,16855-176087,US,06:00:00,20:00:00,14:00:00
14415,5342-105589,US,04:30:00,23:00:00,18:30:00
14416,72648-48399,US,07:00:00,21:00:00,14:00:00
14417,6528-3140,US,05:00:00,21:00:00,16:00:00
14418,52502-280972,US,04:30:00,20:00:00,15:30:00
14419,16916-176065,US,05:30:00,20:00:00,14:30:00
14420,10316-4256,US,05:00:00,20:00:00,15:00:00
14421,5112-147685,US,07:00:00,21:00:00,14:00:00
14422,5718-241748,US,04:30:00,21:00:00,16:30:00
14423,11995-106752,US,04:30:00,19:00:00,14:30:00
14424,5325-165564,US,05:00:00,20:30:00,15:30:00
14425,74141-17714,US,06:00:00,19:00:00,13:00:00
14426,75002-34139,US,06:00:00,20:00:00,14:00:00
14427,60660-294561,US,06:00:00,19:00:00,13:00:00
14428,11719-103965,US,05:00:00,18:00:00,13:00:00
14429,15963-166069,US,08:00:00,20:00:00,12:00:00
14430,49695-270764,US,05:00:00,20:00:00,15:00:00
14431,59752-291733,US,07:00:00,19:00:00,12:00:00
14432,47565-254929,US,06:00:00,13:30:00,07:30:00
14433,203-1427,US,06:00:00,18:00:00,12:00:00
14434,27508-247131,US,05:30:00,19:30:00,14:00:00
14435,2261-270807,US,05:00:00,17:00:00,12:00:00
14436,211-1432,US,05:30:00,18:00:00,12:30:00
14437,13319-105510,US,05:30:00,17:00:00,11:30:00
14438,229-1408,US,06:00:00,17:30:00,11:30:00
14439,18013-106176,US,05:00:00,20:00:00,15:00:00
14440,2234-756,US,05:30:00,18:00:00,12:30:00
14441,10366-101026,US,05:30:00,17:30:00,12:00:00
14442,10594-100954,US,05:00:00,16:00:00,11:00:00
14443,2224-661,US,05:00:00,20:30:00,15:30:00
14444,75212-90962,US,07:00:00,16:00:00,09:00:00
14445,66051-299661,US,05:00:00,19:00:00,14:00:00
14446,233-289719,US,05:30:00,17:00:00,11:30:00
14447,225-692,US,05:30:00,19:00:00,13:30:00
14448,56683-289421,US,07:00:00,14:00:00,07:00:00
14449,2483-25527,US,05:00:00,19:00:00,14:00:00
14450,72622-28127,US,10:30:00,16:00:00,05:30:00
14451,10199-99007,US,06:00:00,18:00:00,12:00:00
14452,72624-28167,US,06:30:00,20:00:00,13:30:00
14453,63483-297992,US,06:00:00,21:00:00,15:00:00
14454,223-1434,US,06:00:00,19:00:00,13:00:00
14455,13710-108121,US,05:00:00,18:30:00,13:30:00
14456,21751-213784,US,05:00:00,21:00:00,16:00:00
14457,282-1425,US,05:30:00,20:00:00,14:30:00
14458,15683-163424,US,06:00:00,21:00:00,15:00:00
14459,22949-225804,US,06:00:00,21:00:00,15:00:00
14460,62620-290526,US,07:00:00,17:00:00,10:00:00
14461,2247-1040,US,05:30:00,19:00:00,13:30:00
14462,28867-251544,US,06:00:00,19:00:00,13:00:00
14463,10957-103358,US,06:00:00,18:00:00,12:00:00
14464,209-1429,US,06:00:00,18:00:00,12:00:00
14465,16309-157064,US,06:00:00,21:00:00,15:00:00
14466,51694-265273,US,07:00:00,16:00:00,09:00:00
14467,75987-101329,US,06:30:00,14:30:00,08:00:00
14468,79685-106164,US,06:00:00,19:00:00,13:00:00
14469,3326-179884,US,05:30:00,20:00:00,14:30:00
14470,16500-171804,US,06:00:00,19:00:00,13:00:00
14471,10442-100255,US,05:30:00,21:30:00,16:00:00
14472,13239-104281,US,05:30:00,21:00:00,15:30:00
14473,54637-284644,US,05:00:00,20:00:00,15:00:00
14474,50175-269044,US,05:30:00,22:00:00,16:30:00
14475,18418-179224,US,05:00:00,22:00:00,17:00:00
14476,58428-290529,US,05:00:00,22:00:00,17:00:00
14477,10064-98750,US,05:30:00,22:00:00,16:30:00
14478,56262-288833,US,08:00:00,21:00:00,13:00:00
14479,3427-289348,US,05:00:00,22:00:00,17:00:00
14480,2965-294998,US,05:30:00,22:00:00,16:30:00
14481,14313-114584,US,05:00:00,21:00:00,16:00:00
14482,74986-112847,US,06:00:00,19:00:00,13:00:00
14483,60983-292416,US,05:30:00,19:00:00,13:30:00
14484,74977-101965,US,06:00:00,19:00:00,13:00:00
14485,76845-110955,US,08:00:00,21:00:00,13:00:00
14486,13504-104466,US,05:30:00,21:00:00,15:30:00
14487,65050-299004,US,07:00:00,21:00:00,14:00:00
14488,56677-290454,US,07:00:00,21:00:00,14:00:00
14489,57110-291038,US,06:00:00,21:00:00,15:00:00
14490,56676-290453,US,07:00:00,21:00:00,14:00:00
14491,28224-242365,US,05:30:00,21:00:00,15:30:00
14492,76649-99851,US,08:00:00,21:00:00,13:00:00
14493,8602-88440,US,05:00:00,22:00:00,17:00:00
14494,55207-288994,US,06:00:00,21:00:00,15:00:00
14495,57476-291507,US,06:00:00,21:00:00,15:00:00
14496,56678-290455,US,07:00:00,21:00:00,14:00:00
14497,10474-101338,US,05:30:00,22:00:00,16:30:00
14498,76802-108024,US,08:00:00,21:00:00,13:00:00
