Entity,Code,Year,Gini coefficient (2021 prices),World regions according to OWID
Luxembourg,LUX,2013,0.3203596,
Luxembourg,LUX,2014,0.3115807,
Luxembourg,LUX,2015,0.3292147,
Luxembourg,LUX,2016,0.31727895,
Luxembourg,LUX,2017,0.3451529,
Luxembourg,LUX,2018,0.35367864,
Luxembourg,LUX,2019,0.34241155,
Luxembourg,LUX,2020,0.3337364,
Luxembourg,LUX,2021,0.32719034,
Luxembourg,LUX,2022,0.34093988,
Luxembourg,LUX,2023,0.33591464,Europe
Macao,MAC,2023,,Asia
Madagascar,MDG,1980,0.46848634,
Madagascar,MDG,1993,0.45198697,
Madagascar,MDG,1997,0.39428085,
Madagascar,MDG,1999,0.38580093,
Madagascar,MDG,2001,0.47435132,
Madagascar,MDG,2005,0.39936346,
Madagascar,MDG,2010,0.42413926,
Madagascar,MDG,2012,0.42637607,
Madagascar,MDG,2021,0.3681921,
Madagascar,MDG,2023,,Africa
Malawi,MWI,1997,0.6575523,
Malawi,MWI,2004,0.39872152,
Malawi,MWI,2010,0.45473015,
Malawi,MWI,2016,0.44694307,
Malawi,MWI,2019,0.38542736,
Malawi,MWI,2023,,Africa
Malaysia,MYS,1984,0.48496294,
Malaysia,MYS,1987,0.47041824,
Malaysia,MYS,1989,0.46168482,
Malaysia,MYS,1992,0.47653723,
Malaysia,MYS,1995,0.48522663,
Malaysia,MYS,1997,0.49149647,
Malaysia,MYS,2003,0.46416193,
Malaysia,MYS,2006,0.4475235,
Malaysia,MYS,2008,0.45479712,
Malaysia,MYS,2011,0.43943596,
Malaysia,MYS,2013,0.41348827,
Malaysia,MYS,2015,0.410664,
Malaysia,MYS,2018,0.41176775,
Malaysia,MYS,2021,0.40668428,
Malaysia,MYS,2023,,Asia
Maldives,MDV,2002,0.41312027,
Maldives,MDV,2009,0.38372764,
Maldives,MDV,2016,0.31285647,
Maldives,MDV,2019,0.2928509,
Maldives,MDV,2023,,Asia
Mali,MLI,1994,0.5013056,
Mali,MLI,2001,0.3986631,
Mali,MLI,2006,0.3892909,
Mali,MLI,2009,0.33034363,
Mali,MLI,2018,0.3596336,
Mali,MLI,2021,0.35653594,
Mali,MLI,2023,,Africa
Malta,MLT,2006,0.28019977,
Malta,MLT,2007,0.29207733,
Malta,MLT,2008,0.28995508,
Malta,MLT,2009,0.30244434,
Malta,MLT,2010,0.2902576,
Malta,MLT,2011,0.29142106,
Malta,MLT,2012,0.29360434,
Malta,MLT,2013,0.28843665,
Malta,MLT,2014,0.29020345,
Malta,MLT,2015,0.29433772,
Malta,MLT,2016,0.29089016,
Malta,MLT,2017,0.29232237,
Malta,MLT,2018,0.28665087,
Malta,MLT,2019,0.31041765,
Malta,MLT,2020,0.3140378,
Malta,MLT,2021,0.31565055,
Malta,MLT,2022,0.34587276,
Malta,MLT,2023,,Europe
Marshall Islands,MHL,2019,0.35482943,
Marshall Islands,MHL,2023,,Oceania
Martinique,MTQ,2023,,North America
Mauritania,MRT,1987,0.43938306,
Mauritania,MRT,1993,0.49524376,
Mauritania,MRT,1995,0.37747362,
Mauritania,MRT,2000,0.39028475,
Mauritania,MRT,2004,0.40168762,
Mauritania,MRT,2008,0.35685378,
Mauritania,MRT,2014,0.3261935,
Mauritania,MRT,2019,0.31996748,
Mauritania,MRT,2023,,Africa
Mauritius,MUS,2006,0.3565342,
Mauritius,MUS,2012,0.384654,
Mauritius,MUS,2017,0.36761206,
Mauritius,MUS,2023,,Africa
Mayotte,MYT,2023,,Africa
Mexico,MEX,1984,0.4852701,
Mexico,MEX,1989,0.50109,
Mexico,MEX,1992,0.52310723,
Mexico,MEX,1994,0.53422207,
Mexico,MEX,1996,0.51971227,
Mexico,MEX,1998,0.5328315,
Mexico,MEX,2000,0.5341742,
Mexico,MEX,2002,0.50582886,
Mexico,MEX,2004,0.50343025,
Mexico,MEX,2005,0.50938904,
Mexico,MEX,2006,0.49712265,
Mexico,MEX,2008,0.5084356,
Mexico,MEX,2010,0.4765793,
Mexico,MEX,2012,0.49597234,
Mexico,MEX,2014,0.48912337,
Mexico,MEX,2016,0.46912423,
Mexico,MEX,2018,0.45954892,
Mexico,MEX,2020,0.44594306,
Mexico,MEX,2022,0.43454006,
Mexico,MEX,2023,,North America
Micronesia (country),FSM,2005,0.423558,
Micronesia (country),FSM,2013,0.40052038,
Micronesia (country),FSM,2023,,Oceania
Micronesia (country) (urban),,2000,0.6307854,
Moldova,MDA,1997,0.36942142,
Moldova,MDA,1998,0.39518538,
Moldova,MDA,1999,0.4262399,
Moldova,MDA,2000,0.3642439,
Moldova,MDA,2001,0.37988025,
Moldova,MDA,2002,0.3584591,
Moldova,MDA,2003,0.34902084,
Moldova,MDA,2004,0.35029566,
Moldova,MDA,2005,0.36280838,
Moldova,MDA,2006,0.35399818,
Moldova,MDA,2007,0.34421042,
Moldova,MDA,2008,0.34692442,
Moldova,MDA,2009,0.32910907,
Moldova,MDA,2010,0.3205092,
Moldova,MDA,2011,0.30628577,
Moldova,MDA,2012,0.2915884,
Moldova,MDA,2013,0.2853416,
Moldova,MDA,2014,0.26833853,
Moldova,MDA,2015,0.27028158,
Moldova,MDA,2016,0.26345387,
Moldova,MDA,2017,0.25899243,
Moldova,MDA,2018,0.25661647,
Moldova,MDA,2019,0.26016647,
Moldova,MDA,2020,0.25045705,
Moldova,MDA,2021,0.25731638,
Moldova,MDA,2022,0.25864446,
Moldova,MDA,2023,0.26764753,Europe
Monaco,MCO,2023,,Europe
Mongolia,MNG,1995,0.3319534,
Mongolia,MNG,1998,0.30271962,
Mongolia,MNG,2002,0.32892948,
Mongolia,MNG,2007,0.3582187,
Mongolia,MNG,2010,0.33081213,
Mongolia,MNG,2011,0.33883506,
Mongolia,MNG,2012,0.33751616,
Mongolia,MNG,2014,0.3203779,
Mongolia,MNG,2016,0.32345733,
Mongolia,MNG,2018,0.3274099,
Mongolia,MNG,2022,0.31416476,
Mongolia,MNG,2023,,Asia
Montenegro,MNE,2012,0.4120617,
Montenegro,MNE,2013,0.39021727,
Montenegro,MNE,2014,0.38769287,
Montenegro,MNE,2015,0.39005032,
Montenegro,MNE,2016,0.384665,
Montenegro,MNE,2017,0.36880922,
Montenegro,MNE,2018,0.3680896,
Montenegro,MNE,2019,0.35665396,
Montenegro,MNE,2020,0.35412297,
Montenegro,MNE,2021,0.34296975,
Montenegro,MNE,2023,,Europe
Montserrat,MSR,2023,,North America
Morocco,MAR,1984,0.36468908,
Morocco,MAR,1990,0.39206904,
Morocco,MAR,1998,0.39353913,
Morocco,MAR,2000,0.40636942,
Morocco,MAR,2006,0.40718302,
Morocco,MAR,2013,0.39548507,
Morocco,MAR,2023,,Africa
Mozambique,MOZ,1996,0.53262776,
Mozambique,MOZ,2002,0.46948156,
Mozambique,MOZ,2008,0.45483,
Mozambique,MOZ,2014,0.5395343,
Mozambique,MOZ,2019,0.5073723,
Mozambique,MOZ,2022,0.49557135,
Mozambique,MOZ,2023,,Africa
Myanmar,MMR,2015,0.3806851,
Myanmar,MMR,2017,0.3069687,
Myanmar,MMR,2023,,Asia
Namibia,NAM,1993,0.7105055,
Namibia,NAM,2003,0.6331697,
Namibia,NAM,2009,0.609647,
Namibia,NAM,2015,0.5906661,
Namibia,NAM,2023,,Africa
Nauru,NRU,2012,0.3236158,
Nauru,NRU,2023,,Oceania
Nepal,NPL,1984,0.3005754,
Nepal,NPL,1995,0.35207018,
Nepal,NPL,2003,0.43768105,
Nepal,NPL,2010,0.32840586,
Nepal,NPL,2022,0.30020264,
Nepal,NPL,2023,,Asia
Netherlands,NLD,1983,0.28364167,
Netherlands,NLD,1987,0.2676962,
Netherlands,NLD,1990,0.31086764,
Netherlands,NLD,1993,0.3043155,
Netherlands,NLD,1999,0.28063396,
Netherlands,NLD,2004,0.2980001,
Netherlands,NLD,2005,0.2904823,
Netherlands,NLD,2006,0.30043328,
Netherlands,NLD,2007,0.2959278,
Netherlands,NLD,2008,0.29298013,
Netherlands,NLD,2009,0.27881998,
Netherlands,NLD,2010,0.2784524,
Netherlands,NLD,2011,0.27750087,
Netherlands,NLD,2012,0.2762093,
Netherlands,NLD,2013,0.2810648,
Netherlands,NLD,2014,0.2863142,
Netherlands,NLD,2015,0.2824158,
Netherlands,NLD,2016,0.2817357,
Netherlands,NLD,2017,0.28535807,
Netherlands,NLD,2018,0.2812104,
Netherlands,NLD,2019,0.29248327,
Netherlands,NLD,2020,0.2599421,
Netherlands,NLD,2021,0.2574387,
Netherlands,NLD,2023,,Europe
Netherlands Antilles,ANT,2023,,North America
New Caledonia,NCL,2023,,Oceania
New Zealand,NZL,2023,,Oceania
Nicaragua,NIC,1993,0.57121277,
Nicaragua,NIC,1998,0.54375845,
Nicaragua,NIC,2001,0.5287477,
Nicaragua,NIC,2005,0.48820037,
Nicaragua,NIC,2009,0.43941626,
Nicaragua,NIC,2014,0.46156293,
Nicaragua,NIC,2023,,North America
Niger,NER,1992,0.3604249,
Niger,NER,1994,0.41460487,
Niger,NER,2005,0.44387317,
Niger,NER,2007,0.37304205,
Niger,NER,2011,0.31451714,
Niger,NER,2014,0.34276575,
Niger,NER,2018,0.37259424,
Niger,NER,2021,0.32862565,
Niger,NER,2023,,Africa
Nigeria,NGA,1985,0.3867785,
Nigeria,NGA,1992,0.44922248,
Nigeria,NGA,1996,0.5189936,
Nigeria,NGA,2003,0.40060818,
Nigeria,NGA,2010,0.3565021,
Nigeria,NGA,2012,0.35513008,
Nigeria,NGA,2015,0.3587978,
Nigeria,NGA,2018,0.35127744,
Nigeria,NGA,2022,0.3389487,
Nigeria,NGA,2023,,Africa
Niue,NIU,2023,,Oceania
Norfolk Island,NFK,2023,,Oceania
North Korea,PRK,2023,,Asia
North Macedonia,MKD,2009,0.42760772,
North Macedonia,MKD,2010,0.40065548,
North Macedonia,MKD,2011,0.39360675,
North Macedonia,MKD,2012,0.38132396,
North Macedonia,MKD,2013,0.36239138,
North Macedonia,MKD,2014,0.3520166,
North Macedonia,MKD,2015,0.35590693,
North Macedonia,MKD,2016,0.3453452,
North Macedonia,MKD,2017,0.34198907,
North Macedonia,MKD,2018,0.3296047,
North Macedonia,MKD,2019,0.3350583,
North Macedonia,MKD,2023,,Europe
Northern Mariana Islands,MNP,2023,,Oceania
Norway,NOR,1979,0.2689476,
Norway,NOR,1986,0.24630482,
Norway,NOR,1991,0.25226286,
Norway,NOR,1995,0.26019636,
Norway,NOR,2000,0.27358785,
Norway,NOR,2003,0.27626902,
Norway,NOR,2004,0.3157807,
Norway,NOR,2005,0.30597028,
Norway,NOR,2006,0.2635384,
Norway,NOR,2007,0.27090648,
Norway,NOR,2008,0.26996344,
Norway,NOR,2009,0.2615823,
Norway,NOR,2010,0.25723708,
Norway,NOR,2011,0.2530017,
Norway,NOR,2012,0.25725996,
Norway,NOR,2013,0.2636111,
Norway,NOR,2014,0.2675256,
Norway,NOR,2015,0.27496755,
Norway,NOR,2016,0.28493342,
Norway,NOR,2017,0.26986745,
Norway,NOR,2018,0.27560243,
Norway,NOR,2019,0.27741843,
Norway,NOR,2020,0.28392884,
Norway,NOR,2021,0.29089126,
Norway,NOR,2022,0.26946253,
Norway,NOR,2023,0.2653081,Europe
Oman,OMN,2023,,Asia
Orange Free State,,2023,,Africa
Pakistan,PAK,1987,0.33316457,
Pakistan,PAK,1990,0.33247975,
Pakistan,PAK,1996,0.28664988,
Pakistan,PAK,1998,0.33123294,
Pakistan,PAK,2001,0.2865302,
Pakistan,PAK,2004,0.30886108,
Pakistan,PAK,2005,0.31261253,
Pakistan,PAK,2007,0.29669502,
Pakistan,PAK,2010,0.28780863,
Pakistan,PAK,2011,0.29697958,
Pakistan,PAK,2013,0.29528573,
Pakistan,PAK,2015,0.31291267,
Pakistan,PAK,2018,0.29589266,
Pakistan,PAK,2023,,Asia
Pakistan (former),,2023,,Asia
Palau,PLW,2023,,Oceania
Palestine,PSE,2004,0.3404466,
Palestine,PSE,2005,0.34742624,
Palestine,PSE,2006,0.3395928,
Palestine,PSE,2007,0.35606077,
Palestine,PSE,2009,0.34463975,
Palestine,PSE,2010,0.3529443,
Palestine,PSE,2011,0.34415236,
Palestine,PSE,2016,0.3369004,
Palestine,PSE,2023,0.36381876,Asia
Panama,PAN,1979,0.48740143,
Panama,PAN,1989,0.5854873,
Panama,PAN,1991,0.5797844,
Panama,PAN,1995,0.57628953,
Panama,PAN,1997,0.5811877,
Panama,PAN,1998,0.5733296,
Panama,PAN,1999,0.56327,
Panama,PAN,2000,0.5657906,
Panama,PAN,2001,0.56695515,
Panama,PAN,2002,0.560887,
Panama,PAN,2003,0.55646366,
Panama,PAN,2004,0.5477021,
Panama,PAN,2005,0.5379738,
Panama,PAN,2006,0.5463359,
Panama,PAN,2007,0.5268422,
Panama,PAN,2008,0.5269296,
Panama,PAN,2009,0.5177022,
Panama,PAN,2010,0.51608574,
Panama,PAN,2011,0.5134672,
Panama,PAN,2012,0.5173878,
Panama,PAN,2013,0.51455736,
Panama,PAN,2014,0.5046524,
Panama,PAN,2015,0.5080543,
Panama,PAN,2016,0.50406694,
Panama,PAN,2017,0.4988425,
Panama,PAN,2018,0.49211323,
Panama,PAN,2019,0.4983736,
Panama,PAN,2021,0.50857776,
Panama,PAN,2023,0.48875666,North America
Panama,PAN,2024,0.49733543,
Papua New Guinea,PNG,1996,0.45765263,
Papua New Guinea,PNG,2009,0.4185041,
Papua New Guinea,PNG,2023,,Oceania
Paraguay,PRY,1990,0.40837216,
Paraguay,PRY,1995,0.58139044,
Paraguay,PRY,1997,0.5488789,
Paraguay,PRY,1999,0.54570764,
Paraguay,PRY,2001,0.5462631,
Paraguay,PRY,2002,0.572743,
Paraguay,PRY,2003,0.5493751,
Paraguay,PRY,2004,0.5226007,
Paraguay,PRY,2005,0.5138112,
Paraguay,PRY,2006,0.5299408,
Paraguay,PRY,2007,0.5304041,
Paraguay,PRY,2008,0.50704646,
Paraguay,PRY,2009,0.4914508,
Paraguay,PRY,2010,0.5098244,
Paraguay,PRY,2011,0.52309626,
Paraguay,PRY,2012,0.47633564,
Paraguay,PRY,2013,0.47935358,
Paraguay,PRY,2014,0.50702643,
Paraguay,PRY,2015,0.47605732,
Paraguay,PRY,2016,0.47899717,
Paraguay,PRY,2017,0.4854749,
Paraguay,PRY,2018,0.459551,
Paraguay,PRY,2019,0.45650637,
Paraguay,PRY,2020,0.43481943,
Paraguay,PRY,2021,0.42905122,
Paraguay,PRY,2022,0.4459167,
Paraguay,PRY,2023,0.44175744,South America
Paraguay,PRY,2024,0.44245335,
Peru,PER,1997,0.5325629,
Peru,PER,1998,0.55117136,
Peru,PER,1999,0.5482069,
Peru,PER,2000,0.49071854,
Peru,PER,2001,0.5130155,
Peru,PER,2002,0.53563553,
Peru,PER,2003,0.53079563,
Peru,PER,2004,0.49879557,
Peru,PER,2005,0.50449,
Peru,PER,2006,0.50332093,
Peru,PER,2007,0.5002137,
Peru,PER,2008,0.47486374,
Peru,PER,2009,0.4700601,
Peru,PER,2010,0.4553765,
Peru,PER,2011,0.44659743,
Peru,PER,2012,0.44440016,
Peru,PER,2013,0.43882716,
Peru,PER,2014,0.43138808,
Peru,PER,2015,0.43356055,
Peru,PER,2016,0.4363897,
Peru,PER,2017,0.43292665,
Peru,PER,2018,0.4236556,
Peru,PER,2019,0.41528118,
Peru,PER,2020,0.4373981,
Peru,PER,2021,0.40121803,
Peru,PER,2022,0.4034916,
Peru,PER,2023,0.4065784,South America
Peru,PER,2024,0.40125862,
Philippines,PHL,1985,0.41037434,
Philippines,PHL,1988,0.4074627,
Philippines,PHL,1991,0.4382355,
Philippines,PHL,1994,0.42888388,
Philippines,PHL,1997,0.45962209,
Philippines,PHL,2000,0.42799473,
Philippines,PHL,2003,0.4149466,
Philippines,PHL,2006,0.4285884,
Philippines,PHL,2009,0.41760337,
Philippines,PHL,2012,0.4222433,
Philippines,PHL,2015,0.40351498,
Philippines,PHL,2018,0.37811705,
Philippines,PHL,2021,0.37268466,
Philippines,PHL,2023,0.35203487,Asia
Pitcairn,PCN,2023,,Oceania
Poland,POL,1985,0.25083962,
Poland,POL,1986,0.27984542,
Poland,POL,1987,0.2552513,
Poland,POL,1989,0.26794213,
Poland,POL,1992,0.29298562,
Poland,POL,1995,0.345999,
Poland,POL,1999,0.32256204,
Poland,POL,2004,0.38021782,
Poland,POL,2005,0.35808384,
Poland,POL,2006,0.34667546,
Poland,POL,2007,0.34001285,
Poland,POL,2008,0.33485633,
Poland,POL,2009,0.33355722,
Poland,POL,2010,0.3321481,
Poland,POL,2011,0.33180645,
Poland,POL,2012,0.3302016,
Poland,POL,2013,0.3313732,
Poland,POL,2014,0.32824445,
Poland,POL,2015,0.3175091,
Poland,POL,2016,0.31189167,
Poland,POL,2017,0.2968527,
Poland,POL,2018,0.302149,
Poland,POL,2019,0.28760177,
Poland,POL,2020,0.284626,
Poland,POL,2021,0.28479505,
Poland,POL,2022,0.28858185,
Poland,POL,2023,0.28466788,Europe
Portugal,PRT,2003,0.38775006,
Portugal,PRT,2004,0.38938776,
Portugal,PRT,2005,0.38480073,
Portugal,PRT,2006,0.3806078,
Portugal,PRT,2007,0.36750183,
Portugal,PRT,2008,0.3663415,
Portugal,PRT,2009,0.34907416,
Portugal,PRT,2010,0.35844672,
Portugal,PRT,2011,0.36344677,
Portugal,PRT,2012,0.36034793,
Portugal,PRT,2013,0.36187103,
Portugal,PRT,2014,0.35562173,
Portugal,PRT,2015,0.355233,
Portugal,PRT,2016,0.3519052,
Portugal,PRT,2017,0.3380384,
Portugal,PRT,2018,0.33492562,
Portugal,PRT,2019,0.32762748,
Portugal,PRT,2020,0.3466863,
Portugal,PRT,2021,0.34592018,
Portugal,PRT,2022,0.36252204,
Portugal,PRT,2023,0.33851567,Europe
Puerto Rico,PRI,2023,,North America
Qatar,QAT,2017,0.35128385,
Qatar,QAT,2023,,Asia
Republic of Vietnam,OWID_RVN,2023,,Asia
Reunion,REU,2023,,Africa
Romania,ROU,1989,0.23307304,
Romania,ROU,1992,0.25461727,
Romania,ROU,1994,0.28200582,
Romania,ROU,1995,0.31158027,
Romania,ROU,1997,0.30504426,
Romania,ROU,2006,0.3964082,
Romania,ROU,2007,0.37547714,
Romania,ROU,2008,0.36428735,
Romania,ROU,2009,0.35564336,
Romania,ROU,2010,0.35471106,
Romania,ROU,2011,0.35866693,
Romania,ROU,2012,0.3654547,
Romania,ROU,2013,0.3691512,
Romania,ROU,2014,0.36009106,
Romania,ROU,2015,0.3591363,
Romania,ROU,2016,0.34406668,
Romania,ROU,2017,0.36012626,
Romania,ROU,2018,0.35758412,
Romania,ROU,2019,0.34800538,
Romania,ROU,2020,0.34570205,
Romania,ROU,2021,0.3385265,
Romania,ROU,2022,0.32303035,
Romania,ROU,2023,0.29828945,Europe
Russia,RUS,1993,0.45385477,
Russia,RUS,1996,0.4609863,
Russia,RUS,1997,0.384092,
Russia,RUS,1998,0.38137004,
Russia,RUS,1999,0.37443388,
Russia,RUS,2000,0.37092742,
Russia,RUS,2001,0.36924985,
Russia,RUS,2002,0.3728377,
Russia,RUS,2003,0.39971548,
Russia,RUS,2004,0.4031583,
Russia,RUS,2005,0.41265598,
Russia,RUS,2006,0.4095094,
Russia,RUS,2007,0.42272472,
Russia,RUS,2008,0.41568583,
Russia,RUS,2009,0.398456,
Russia,RUS,2010,0.39548978,
Russia,RUS,2011,0.39749315,
Russia,RUS,2012,0.40714827,
Russia,RUS,2013,0.40884423,
Russia,RUS,2014,0.3988122,
Russia,RUS,2015,0.37710539,
Russia,RUS,2016,0.368485,
Russia,RUS,2017,0.37239072,
Russia,RUS,2018,0.37473005,
Russia,RUS,2019,0.37736863,
Russia,RUS,2020,0.36068243,
Russia,RUS,2023,,Europe
Rwanda,RWA,2000,0.48520252,
Rwanda,RWA,2005,0.5202114,
Rwanda,RWA,2010,0.47221914,
Rwanda,RWA,2013,0.45111567,
Rwanda,RWA,2016,0.4370951,
Rwanda,RWA,2023,0.39364448,Africa
Rwanda (rural),,1984,0.28898594,
Saint Barthelemy,BLM,2023,,North America
Saint Helena,SHN,2023,,Africa
Saint Kitts and Nevis,KNA,2023,,North America
Saint Lucia,LCA,1995,0.4258438,
Saint Lucia,LCA,2015,0.51225066,
Saint Lucia,LCA,2023,,North America
Saint Martin (French part),MAF,2023,,North America
Saint Pierre and Miquelon,SPM,2023,,North America
Saint Vincent and the Grenadines,VCT,2023,,North America
Samoa,WSM,2002,0.4073552,
Samoa,WSM,2008,0.4204655,
Samoa,WSM,2013,0.38743454,
Samoa,WSM,2023,,Oceania
San Marino,SMR,2023,,Europe
Sao Tome and Principe,STP,2000,0.32125893,
Sao Tome and Principe,STP,2010,0.3082127,
Sao Tome and Principe,STP,2017,0.4072948,
Sao Tome and Principe,STP,2023,,Africa
Saudi Arabia,SAU,2023,,Asia
Senegal,SEN,1991,0.54041934,
Senegal,SEN,1994,0.39245197,
Senegal,SEN,2001,0.41229436,
Senegal,SEN,2005,0.39212894,
Senegal,SEN,2011,0.4027436,
Senegal,SEN,2018,0.38314784,
Senegal,SEN,2021,0.3615772,
Senegal,SEN,2023,,Africa
Serbia,SRB,2012,0.398866,
Serbia,SRB,2013,0.39444748,
Serbia,SRB,2014,0.40435985,
Serbia,SRB,2015,0.40460244,
Serbia,SRB,2016,0.38773644,
Serbia,SRB,2017,0.36104488,
Serbia,SRB,2018,0.35002947,
Serbia,SRB,2019,0.34475124,
Serbia,SRB,2020,0.3495087,
Serbia,SRB,2021,0.3312888,
Serbia,SRB,2022,0.3280289,
Serbia,SRB,2023,,Europe
Serbia and Montenegro,OWID_SRM,2023,,Europe
Seychelles,SYC,1999,0.42776692,
Seychelles,SYC,2006,0.42767617,
Seychelles,SYC,2013,0.46821982,
Seychelles,SYC,2018,0.3212532,
Seychelles,SYC,2023,,Africa
Sierra Leone,SLE,2003,0.40167454,
Sierra Leone,SLE,2011,0.34030178,
Sierra Leone,SLE,2018,0.35690176,
Sierra Leone,SLE,2023,,Africa
Singapore,SGP,2023,,Asia
Sint Maarten (Dutch part),SXM,2023,,North America
Slovakia,SVK,1992,0.20186578,
Slovakia,SVK,1996,0.26275504,
Slovakia,SVK,2004,0.2707678,
Slovakia,SVK,2005,0.29296494,
Slovakia,SVK,2006,0.2579704,
Slovakia,SVK,2007,0.24664715,
Slovakia,SVK,2008,0.2602499,
Slovakia,SVK,2009,0.2723098,
Slovakia,SVK,2010,0.2731572,
Slovakia,SVK,2011,0.2653828,
Slovakia,SVK,2012,0.2611581,
Slovakia,SVK,2013,0.28086153,
Slovakia,SVK,2014,0.26103443,
Slovakia,SVK,2015,0.26491237,
Slovakia,SVK,2016,0.2515497,
Slovakia,SVK,2017,0.23237365,
Slovakia,SVK,2018,0.24970019,
Slovakia,SVK,2019,0.23232324,
Slovakia,SVK,2020,0.24219425,
Slovakia,SVK,2021,0.2411022,
Slovakia,SVK,2022,0.24078926,
Slovakia,SVK,2023,0.23817715,Europe
Slovenia,SVN,1987,0.2359837,
Slovenia,SVN,1993,0.2911778,
Slovenia,SVN,1997,0.241215,
Slovenia,SVN,1999,0.24042886,
Slovenia,SVN,2004,0.24790733,
Slovenia,SVN,2005,0.24634741,
Slovenia,SVN,2006,0.24363928,
Slovenia,SVN,2007,0.24354753,
Slovenia,SVN,2008,0.23718019,
Slovenia,SVN,2009,0.24787736,
Slovenia,SVN,2010,0.24933259,
Slovenia,SVN,2011,0.24868034,
Slovenia,SVN,2012,0.25585502,
Slovenia,SVN,2013,0.26241106,
Slovenia,SVN,2014,0.25657535,
Slovenia,SVN,2015,0.25408465,
Slovenia,SVN,2016,0.24757937,
Slovenia,SVN,2017,0.24219307,
Slovenia,SVN,2018,0.24633364,
Slovenia,SVN,2019,0.24384232,
Slovenia,SVN,2020,0.24031529,
Slovenia,SVN,2021,0.2428228,
Slovenia,SVN,2022,0.24305065,
Slovenia,SVN,2023,0.24681959,Europe
Solomon Islands,SLB,2005,0.46087635,
Solomon Islands,SLB,2012,0.37054926,
Solomon Islands,SLB,2023,,Oceania
Somalia,SOM,2023,,Africa
South Africa,ZAF,1993,0.5933394,
South Africa,ZAF,2000,0.5776966,
South Africa,ZAF,2005,0.64761883,
South Africa,ZAF,2008,0.63009,
South Africa,ZAF,2010,0.6338256,
South Africa,ZAF,2014,0.6302572,
South Africa,ZAF,2023,,Africa
South Georgia and the South Sandwich Islands,SGS,2023,,South America
South Korea,KOR,2006,0.31702983,
South Korea,KOR,2008,0.32324833,
South Korea,KOR,2010,0.32021224,
South Korea,KOR,2012,0.31558052,
South Korea,KOR,2014,0.31192905,
South Korea,KOR,2016,0.35222206,
South Korea,KOR,2017,0.34854642,
South Korea,KOR,2018,0.33725032,
South Korea,KOR,2019,0.33196163,
South Korea,KOR,2020,0.32708606,
South Korea,KOR,2021,0.32906574,
South Korea,KOR,2023,,Asia
South Sudan,SSD,2009,0.4631574,
South Sudan,SSD,2016,0.44047812,
South Sudan,SSD,2023,,Africa
Spain,ESP,1980,0.34483546,
Spain,ESP,1985,0.34431675,
Spain,ESP,1990,0.32023215,
Spain,ESP,1993,0.3565849,
Spain,ESP,1994,0.35103723,
Spain,ESP,1995,0.35726634,
Spain,ESP,1996,0.3646458,
Spain,ESP,1997,0.3532442,
Spain,ESP,1998,0.34580052,
Spain,ESP,1999,0.33791927,
Spain,ESP,2000,0.3412891,
Spain,ESP,2003,0.31800938,
Spain,ESP,2004,0.3330196,
Spain,ESP,2005,0.32431775,
Spain,ESP,2006,0.33541155,
Spain,ESP,2007,0.3413741,
Spain,ESP,2008,0.342204,
Spain,ESP,2009,0.34924084,
Spain,ESP,2010,0.35244483,
Spain,ESP,2011,0.35693973,
Spain,ESP,2012,0.3540366,
Spain,ESP,2013,0.36181897,
Spain,ESP,2014,0.36052307,
Spain,ESP,2015,0.36178336,
Spain,ESP,2016,0.35757092,
Spain,ESP,2017,0.34651256,
Spain,ESP,2018,0.34716326,
Spain,ESP,2019,0.34303713,
Spain,ESP,2020,0.34863642,
Spain,ESP,2021,0.3388591,
Spain,ESP,2022,0.3357942,
Spain,ESP,2023,0.33407936,Europe
Sri Lanka,LKA,1985,0.32467854,
Sri Lanka,LKA,1990,0.32447433,
Sri Lanka,LKA,1995,0.35399538,
Sri Lanka,LKA,2002,0.40171906,
Sri Lanka,LKA,2006,0.3966902,
Sri Lanka,LKA,2009,0.36054152,
Sri Lanka,LKA,2012,0.38713607,
Sri Lanka,LKA,2016,0.39345774,
Sri Lanka,LKA,2019,0.37663776,
Sri Lanka,LKA,2023,,Asia
Sudan,SDN,2009,0.35395336,
Sudan,SDN,2014,0.34242943,
Sudan,SDN,2023,,Africa
Sudan (former),,2023,,Africa
Suriname,SUR,2022,0.39179897,
Suriname,SUR,2023,,South America
Suriname (urban),,1999,0.5753989,
Sweden,SWE,1975,0.24283645,
Sweden,SWE,1981,0.22923574,
Sweden,SWE,1987,0.23057628,
Sweden,SWE,1992,0.24908733,
Sweden,SWE,1995,0.25236505,
Sweden,SWE,2000,0.2696006,
Sweden,SWE,2001,0.2654536,
Sweden,SWE,2002,0.26216906,
Sweden,SWE,2003,0.2526852,
Sweden,SWE,2004,0.26140112,
Sweden,SWE,2005,0.26821017,
Sweden,SWE,2006,0.26351228,
Sweden,SWE,2007,0.27114138,
Sweden,SWE,2008,0.2811916,
Sweden,SWE,2009,0.27339843,
Sweden,SWE,2010,0.27736148,
Sweden,SWE,2011,0.2760523,
Sweden,SWE,2012,0.27643865,
Sweden,SWE,2013,0.28822747,
Sweden,SWE,2014,0.28388637,
Sweden,SWE,2015,0.2920968,
Sweden,SWE,2016,0.29561198,
Sweden,SWE,2017,0.28774133,
Sweden,SWE,2018,0.29971555,
Sweden,SWE,2019,0.29304633,
Sweden,SWE,2020,0.28870603,
