Team,Week ,Date,Opp,Game Type,Result,Winning Points,Losing Point,Spread Result,Spread,O/U result,Over/Under,Point Total,Temperature,Weather,Wind (mph),Bad Weather,,,,,,,,
Atlanta,Week 2,16-Sep-24,@ Philadelphia,REG,W,22,21,W,5.5,U,46.5,43,71,Overcast,6,No,,,,,,,,
Atlanta,Week 3,22-Sep-24,vs Kansas City,REG,L,22,17,L,3,U,46.5,39,75,Clear,0,No,,,,,,,,
Atlanta,Week 4,29-Sep-24,vs New Orleans,REG,W,26,24,L,-2.5,O,42.5,50,75,Clear,0,No,,,,,,,,
Atlanta,Week 5,3-Oct-24,vs Tampa Bay,REG,W,36,30,W,-2.5,O,44,66,75,Clear,0,No,,,,,,,,
Atlanta,Week 6,13-Oct-24,@ Carolina,REG,W,38,20,W,-6,O,46,58,81,Clear,9,No,,,,,,,,
Atlanta,Week 7,20-Oct-24,vs Seattle,REG,L,34,14,L,-3,U,51.5,48,75,Clear,0,No,,,,,,,,
Atlanta,Week 8,27-Oct-24,@ Tampa Bay,REG,W,31,26,W,-1.5,O,48,57,79,Mostly Cloudy,6,No,,,,,,,,
Atlanta,Week 9,3-Nov-24,vs Dallas,REG,W,27,21,W,-3,U,52,48,75,Clear,0,No,,,,,,,,
Atlanta,Week 10,10-Nov-24,@ New Orleans,REG,L,20,17,L,-3.5,U,47.5,37,75,Clear,0,No,,,,,,,,
Atlanta,Week 11,17-Nov-24,@ Denver,REG,L,38,6,L,2,U,44.5,44,52,Clear,9,No,,,,,,,,
Atlanta,Week 13,1-Dec-24,vs LA Chargers,REG,L,17,13,L,1,U,47,30,75,Clear,0,No,,,,,,,,
Atlanta,Week 14,8-Dec-24,@ Minnesota,REG,L,42,21,L,6,O,46.5,63,75,Clear,0,No,,,,,,,,
Atlanta,Week 15,16-Dec-24,@ Las Vegas,REG,W,15,9,P,-6,U,44.5,24,75,Clear,0,No,,,,,,,,
Atlanta,Week 16,22-Dec-24,vs NY Giants,REG,W,34,7,W,-9.5,U,43,41,75,Clear,0,No,,,,,,,,
Atlanta,Week 17,29-Dec-24,@ Washington,REG,L,30,24,L,3.5,O,46.5,54,58,Overcast,7,No,,,,,,,,
Atlanta,Week 18,5-Jan-25,vs Carolina,REG,L,44,38,L,-8,O,48.5,82,75,Clear,0,No,,,,,,,,
Carolina,Week 1,8-Sep-24,@ New Orleans,REG,L,47,10,L,3.5,O,41.5,57,80,Clear,11,No,,,,,,,,
Carolina,Week 2,15-Sep-24,vs LA Chargers,REG,L,26,3,L,4.5,U,38.5,29,76,Mostly Cloudy,14,No,,,,,,,,
Carolina,Week 3,22-Sep-24,@ Las Vegas,REG,W,36,22,W,5.5,O,40,58,75,Clear,0,No,,,,,,,,
Carolina,Week 4,29-Sep-24,vs Cincinnati,REG,L,34,24,L,4.5,O,46.5,58,77,Mostly Cloudy,9,No,,,,,,,,
Carolina,Week 5,6-Oct-24,@ Chicago,REG,L,36,10,L,4,O,40.5,46,73,Clear,14,No,,,,,,,,
Carolina,Week 6,13-Oct-24,vs Atlanta,REG,L,38,20,L,6,O,46,58,81,Clear,9,No,,,,,,,,
Carolina,Week 7,20-Oct-24,@ Washington,REG,L,40,7,L,10,U,51,47,75,Clear,3,No,,,,,,,,
Carolina,Week 8,27-Oct-24,@ Denver,REG,L,28,14,L,13,O,40.5,42,70,Mostly Cloudy,3,No,,,,,,,,
Carolina,Week 9,3-Nov-24,vs New Orleans,REG,W,23,22,W,7,O,43.5,45,64,Mostly Cloudy,7,No,,,,,,,,
Carolina,Week 10,10-Nov-24,vs NY Giants,REG,W,20,17,W,6.5,U,40.5,37,43,Mostly Cloudy,8,No,,,,,,,,
Carolina,Week 12,24-Nov-24,vs Kansas City,REG,L,30,27,W,10.5,O,43,57,60,Clear,8,No,,,,,,,,
Carolina,Week 13,1-Dec-24,vs Tampa Bay,REG,L,26,23,W,6.5,O,46,49,51,Partly Cloudy,7,No,,,,,,,,
Carolina,Week 14,8-Dec-24,@ Philadelphia,REG,L,22,16,W,14,U,45,38,57,Mostly Cloudy,14,No,,,,,,,,
Carolina,Week 15,15-Dec-24,vs Dallas,REG,L,30,14,L,-2.5,O,42,44,45,Mostly Cloudy,8,No,,,,,,,,
Carolina,Week 16,22-Dec-24,vs Arizona,REG,W,36,30,W,5.5,O,47,66,36,Clear,0,Yes,,,,,,,,
Carolina,Week 17,29-Dec-24,@ Tampa Bay,REG,L,48,14,L,10,O,47.5,62,76,Mostly Cloudy,6,No,,,,,,,,
Carolina,Week 18,5-Jan-25,@ Atlanta,REG,W,44,38,W,8,O,48.5,82,75,Clear,0,No,,,,,,,,
New Orleans,Week 1,8-Sep-24,vs Carolina,REG,W,47,10,W,-3.5,O,41.5,57,80,Clear,11,No,,,,,,,,
New Orleans,Week 2,15-Sep-24,@ Dallas,REG,W,44,19,W,6.5,O,47,63,84,Clear,0,No,,,,,,,,
New Orleans,Week 3,22-Sep-24,vs Philadelphia,REG,L,15,12,L,-2.5,U,49,27,75,Clear,0,No,,,,,,,,
New Orleans,Week 4,29-Sep-24,@ Atlanta,REG,L,26,24,W,2.5,O,42.5,50,75,Clear,0,No,,,,,,,,
New Orleans,Week 5,7-Oct-24,@ Kansas City,REG,L,26,13,L,5.5,U,43,39,71,Clear,0,No,,,,,,,,
New Orleans,Week 6,13-Oct-24,vs Tampa Bay,REG,L,51,27,L,3.5,O,42.5,78,75,Clear,0,No,,,,,,,,
New Orleans,Week 7,17-Oct-24,vs Denver,REG,L,33,10,L,2.5,O,37,43,75,Clear,0,No,,,,,,,,
New Orleans,Week 8,27-Oct-24,@ LA Chargers,REG,L,26,8,L,7.5,U,41.5,34,75,Clear,0,No,,,,,,,,
New Orleans,Week 9,3-Nov-24,@ Carolina,REG,L,23,22,L,-7,O,43.5,45,64,Mostly Cloudy,7,No,,,,,,,,
New Orleans,Week 10,10-Nov-24,vs Atlanta,REG,W,20,17,W,3.5,U,47.5,37,75,Clear,0,No,,,,,,,,
New Orleans,Week 11,17-Nov-24,vs Cleveland,REG,W,35,14,W,1,O,44,49,75,Clear,0,No,,,,,,,,
New Orleans,Week 13,1-Dec-24,vs LA Rams,REG,L,21,14,L,3,U,49,35,75,Clear,0,No,,,,,,,,
New Orleans,Week 14,8-Dec-24,@ NY Giants,REG,W,14,11,L,-5.5,U,41,25,53,Clear,18,Yes,,,,,,,,
New Orleans,Week 15,15-Dec-24,vs Washington,REG,L,20,19,W,7.5,U,44.5,39,75,Clear,0,No,,,,,,,,
New Orleans,Week 16,23-Dec-24,@ Green Bay,REG,L,34,0,L,14,U,43.5,34,34,Overcast,10,Yes,,,,,,,,
New Orleans,Week 17,29-Dec-24,vs Las Vegas,REG,L,25,10,L,1.5,U,37.5,35,75,Clear,0,No,,,,,,,,
New Orleans,Week 18,5-Jan-25,@ Tampa Bay,REG,L,27,19,W,14.5,O,44.5,46,68,Partly Cloudy,6,No,,,,,,,,
Tampa Bay,Week 1,8-Sep-24,vs Washington,REG,W,37,20,W,-4,O,42.5,57,90,Mostly Cloudy,6,No,,,,,,,,
Tampa Bay,Week 2,15-Sep-24,@ Detroit,REG,W,20,16,W,7.5,U,52,36,81,Clear,0,No,,,,,,,,
Tampa Bay,Week 3,22-Sep-24,vs Denver,REG,L,26,7,L,-6,U,40.5,33,85,Partly Cloudy,5,No,,,,,,,,
Tampa Bay,Week 4,29-Sep-24,vs Philadelphia,REG,W,33,16,W,1,O,42.5,49,88,Clear,9,No,,,,,,,,
Tampa Bay,Week 5,3-Oct-24,@ Atlanta,REG,L,36,30,L,2.5,O,44,66,75,Clear,0,No,,,,,,,,
Tampa Bay,Week 6,13-Oct-24,@ New Orleans,REG,W,51,27,W,-3.5,O,42.5,78,75,Clear,0,No,,,,,,,,
Tampa Bay,Week 7,21-Oct-24,vs Baltimore,REG,L,41,31,L,4,O,51,72,81,Clear,9,No,,,,,,,,
Tampa Bay,Week 8,27-Oct-24,vs Atlanta,REG,L,31,26,L,1.5,O,48,57,79,Mostly Cloudy,6,No,,,,,,,,
Tampa Bay,Week 9,4-Nov-24,@ Kansas City,REG,L,30,24,W,9,O,45.5,54,63,Rain,6,Yes,,,,,,,,
Tampa Bay,Week 10,10-Nov-24,vs San Francisco,REG,L,23,20,W,6.5,U,50,43,86,Partly Cloudy,8,No,,,,,,,,
Tampa Bay,Week 12,24-Nov-24,@ NY Giants,REG,W,30,7,W,-6,U,40,37,50,Mostly Cloudy,13,No,,,,,,,,
Tampa Bay,Week 13,1-Dec-24,@ Carolina,REG,W,26,23,L,-6.5,O,46,49,51,Partly Cloudy,7,No,,,,,,,,
Tampa Bay,Week 14,8-Dec-24,vs Las Vegas,REG,W,28,13,W,-6.5,U,47,41,70,Mostly Cloudy,13,No,,,,,,,,
Tampa Bay,Week 15,15-Dec-24,@ LA Chargers,REG,W,40,17,W,3,O,46,57,75,Clear,0,No,,,,,,,,
Tampa Bay,Week 16,22-Dec-24,@ Dallas,REG,L,26,24,L,-4.5,O,47,50,75,Clear,0,No,,,,,,,,
Tampa Bay,Week 17,29-Dec-24,vs Carolina,REG,W,48,14,W,-10,O,47.5,62,76,Mostly Cloudy,6,No,,,,,,,,
Tampa Bay,Week 18,5-Jan-25,vs New Orleans,REG,W,27,19,L,-14.5,O,44.5,46,68,Partly Cloudy,6,No,,,,,,,,
Arizona,Week 1,8-Sep-24,@ Buffalo,REG,L,34,28,W,6.5,O,45.5,62,61,Mostly Cloudy,16,Yes,,,,,,,,
Arizona,Week 2,15-Sep-24,vs LA Rams,REG,W,41,10,W,0,O,47.5,51,99,Clear,0,No,,,,,,,,
Arizona,Week 3,22-Sep-24,vs Detroit,REG,L,20,13,L,3,U,51.5,33,75,Clear,0,No,,,,,,,,
Arizona,Week 4,29-Sep-24,vs Washington,REG,L,42,14,L,-3.5,O,48.5,56,75,Clear,0,No,,,,,,,,
Arizona,Week 5,6-Oct-24,@ San Francisco,REG,W,24,23,W,7,U,49,47,91,Clear,6,No,,,,,,,,
Arizona,Week 6,13-Oct-24,@ Green Bay,REG,L,34,13,L,5.5,P,47,47,50,Rain,9,Yes,,,,,,,,
Arizona,Week 7,21-Oct-24,vs LA Chargers,REG,W,17,15,W,1.5,U,44.5,32,75,Clear,0,No,,,,,,,,
Arizona,Week 8,27-Oct-24,@ Miami,REG,W,28,27,W,4.5,O,46.5,55,83,Partly Cloudy,14,No,,,,,,,,
Arizona,Week 9,3-Nov-24,vs Chicago,REG,W,29,9,W,-1.5,U,44.5,38,75,Clear,0,No,,,,,,,,
Arizona,Week 10,10-Nov-24,vs NY Jets,REG,W,31,6,W,2,U,46,37,75,Clear,0,No,,,,,,,,
Arizona,Week 12,24-Nov-24,@ Seattle,REG,L,16,6,L,-1,U,46.5,22,47,Rain,8,Yes,,,,,,,,
Arizona,Week 13,1-Dec-24,@ Minnesota,REG,L,23,22,W,3.5,U,45.5,45,75,Clear,0,No,,,,,,,,
Arizona,Week 14,8-Dec-24,vs Seattle,REG,L,30,18,L,-3,O,45.5,48,75,Clear,0,No,,,,,,,,
Arizona,Week 15,15-Dec-24,vs New England,REG,W,30,17,W,-6,O,46.5,47,75,Clear,0,No,,,,,,,,
Arizona,Week 16,22-Dec-24,@ Carolina,REG,L,36,30,L,-5.5,O,47,66,36,Clear,0,Yes,,,,,,,,
Arizona,Week 17,28-Dec-24,@ LA Rams,REG,L,13,9,W,6.5,U,48,22,75,Clear,0,No,,,,,,,,
Arizona,Week 18,5-Jan-25,vs San Francisco,REG,W,47,24,W,-4.5,O,43,71,75,Clear,0,No,,,,,,,,
Los Angeles,Week 1,8-Sep-24,@ Detroit,REG,L,26,20,L,5.5,U,53.5,46,69,Clear,0,No,,,,,,,,
Los Angeles,Week 2,15-Sep-24,@ Arizona,REG,L,41,10,L,0,O,47.5,51,99,Clear,0,No,,,,,,,,
Los Angeles,Week 3,22-Sep-24,vs San Francisco,REG,W,27,24,W,6,O,44.5,51,75,Clear,0,No,,,,,,,,
Los Angeles,Week 4,29-Sep-24,@ Chicago,REG,L,24,18,L,3,O,40.5,42,71,Overcast,16,Yes,,,,,,,,
Los Angeles,Week 5,6-Oct-24,vs Green Bay,REG,L,24,19,L,3,U,49.5,43,75,Clear,0,No,,,,,,,,
Los Angeles,Week 7,20-Oct-24,vs Las Vegas,REG,W,20,15,L,-7,U,43.5,35,75,Clear,0,No,,,,,,,,
Los Angeles,Week 8,24-Oct-24,vs Minnesota,REG,W,30,20,W,2.5,O,47,50,75,Clear,0,No,,,,,,,,
Los Angeles,Week 9,3-Nov-24,@ Seattle,REG,W,26,20,W,-1.5,U,48.5,46,53,Mostly Cloudy,3,No,,,,,,,,
Los Angeles,Week 10,11-Nov-24,vs Miami,REG,L,23,15,L,-2.5,U,49.5,38,75,Clear,0,No,,,,,,,,
Los Angeles,Week 11,17-Nov-24,@ New England,REG,W,28,22,W,-4,O,42.5,50,62,Clear,13,No,,,,,,,,
Los Angeles,Week 12,24-Nov-24,vs Philadelphia,REG,L,37,20,L,3,O,48.5,57,75,Clear,0,No,,,,,,,,
Los Angeles,Week 13,1-Dec-24,@ New Orleans,REG,W,21,14,W,-3,U,49,35,75,Clear,0,No,,,,,,,,
Los Angeles,Week 14,8-Dec-24,vs Buffalo,REG,W,44,42,W,3.5,O,50.5,86,75,Clear,0,No,,,,,,,,
Los Angeles,Week 15,12-Dec-24,@ San Francisco,REG,W,12,6,W,3,U,48.5,18,54,Rain,5,Yes,,,,,,,,
Los Angeles,Week 16,22-Dec-24,@ NY Jets,REG,W,19,9,W,-3,U,47,28,19,Clear,10,Yes,,,,,,,,
Los Angeles,Week 17,28-Dec-24,vs Arizona,REG,W,13,9,L,-6.5,U,48,22,75,Clear,0,No,,,,,,,,
Los Angeles,Week 18,5-Jan-25,vs Seattle,REG,L,30,25,W,7,O,38.5,55,75,Clear,0,No,,,,,,,,
San Francisco,Week 1,9-Sep-24,vs NY Jets,REG,W,32,19,W,-3.5,O,43.5,51,77,Clear,13,No,,,,,,,,
San Francisco,Week 2,15-Sep-24,@ Minnesota,REG,L,23,17,L,-4,U,46.5,40,79,Partly Cloudy,8,No,,,,,,,,
San Francisco,Week 3,22-Sep-24,@ LA Rams,REG,L,27,24,L,-6,O,44.5,51,75,Clear,0,No,,,,,,,,
San Francisco,Week 4,29-Sep-24,vs New England,REG,W,30,13,W,-10.5,O,42,43,73,Clear,0,No,,,,,,,,
San Francisco,Week 5,6-Oct-24,vs Arizona,REG,L,24,23,L,-7,U,49,47,91,Clear,6,No,,,,,,,,
San Francisco,Week 6,10-Oct-24,@ Seattle,REG,W,36,24,W,-3.5,O,48.5,60,60,Clear,5,No,,,,,,,,
San Francisco,Week 7,20-Oct-24,vs Kansas City,REG,L,28,18,L,-2.5,U,48,46,78,Clear,0,No,,,,,,,,
San Francisco,Week 8,27-Oct-24,vs Dallas,REG,W,30,24,W,-5.5,O,47.5,54,72,Mostly Cloudy,13,No,,,,,,,,
San Francisco,Week 10,10-Nov-24,@ Tampa Bay,REG,W,23,20,L,-6.5,U,50,43,86,Partly Cloudy,8,No,,,,,,,,
San Francisco,Week 11,17-Nov-24,vs Seattle,REG,L,20,17,L,-6,U,48.5,37,63,Overcast,5,No,,,,,,,,
San Francisco,Week 12,24-Nov-24,@ Green Bay,REG,L,38,10,L,6.5,O,44.5,48,43,Overcast,11,No,,,,,,,,
San Francisco,Week 13,1-Dec-24,@ Buffalo,REG,L,35,10,L,6.5,U,45.5,45,31,Mostly Cloudy,14,Yes,,,,,,,,
San Francisco,Week 14,8-Dec-24,vs Chicago,REG,W,38,13,W,-3,O,43.5,51,66,Mostly Cloudy,6,No,,,,,,,,
San Francisco,Week 15,12-Dec-24,vs LA Rams,REG,L,12,6,L,-3,U,48.5,18,54,Rain,5,Yes,,,,,,,,
San Francisco,Week 16,22-Dec-24,@ Miami,REG,L,29,17,L,-2,O,44,46,75,Clear,10,No,,,,,,,,
San Francisco,Week 17,30-Dec-24,vs Detroit,REG,L,40,34,L,3.5,O,50.5,74,57,Mostly Cloudy,11,No,,,,,,,,
San Francisco,Week 18,5-Jan-25,@ Arizona,REG,L,47,24,L,4.5,O,43,71,75,Clear,0,No,,,,,,,,
Seattle,Week 1,8-Sep-24,vs Denver,REG,W,26,20,L,-6.5,O,42.5,46,65,Mostly Cloudy,7,No,,,,,,,,
Seattle,Week 2,15-Sep-24,@ New England,REG,W,23,20,P,-3,O,39,43,75,Partly Cloudy,7,No,,,,,,,,
Seattle,Week 3,22-Sep-24,vs Miami,REG,W,24,3,W,-4,U,41.5,27,66,Clear,0,No,,,,,,,,
Seattle,Week 4,30-Sep-24,@ Detroit,REG,L,42,29,L,4.5,O,47,71,75,Clear,0,No,,,,,,,,
Seattle,Week 5,6-Oct-24,vs NY Giants,REG,L,29,20,L,-7,O,42.5,49,60,Clear,3,No,,,,,,,,
Seattle,Week 6,10-Oct-24,vs San Francisco,REG,L,36,24,L,3.5,O,48.5,60,60,Clear,5,No,,,,,,,,
Seattle,Week 7,20-Oct-24,@ Atlanta,REG,W,34,14,W,3,U,51.5,48,75,Clear,0,No,,,,,,,,
Seattle,Week 8,27-Oct-24,vs Buffalo,REG,L,31,10,L,3,U,45,41,57,Partly Cloudy,14,No,,,,,,,,
Seattle,Week 9,3-Nov-24,vs LA Rams,REG,L,26,20,L,1.5,U,48.5,46,53,Mostly Cloudy,3,No,,,,,,,,
Seattle,Week 11,17-Nov-24,@ San Francisco,REG,W,20,17,W,6,U,48.5,37,63,Overcast,5,No,,,,,,,,
Seattle,Week 12,24-Nov-24,vs Arizona,REG,W,16,6,W,1,U,46.5,22,47,Rain,8,Yes,,,,,,,0.166666667,
Seattle,Week 13,1-Dec-24,@ NY Jets,REG,W,26,21,W,1.5,O,41.5,47,37,Clear,10,Yes,,,,,,,0.169117647,
Seattle,Week 14,8-Dec-24,@ Arizona,REG,W,30,18,W,3,O,45.5,48,75,Clear,0,No,,,,,,,,
Seattle,Week 15,15-Dec-24,vs Green Bay,REG,L,30,13,L,3,U,48,43,46,Partly Cloudy,0,No,,,,,,,272,
Seattle,Week 16,22-Dec-24,vs Minnesota,REG,L,27,24,L,2.5,O,43,51,48,Overcast,7,No,,,,,,,,
Seattle,Week 17,26-Dec-24,@ Chicago,REG,W,6,3,L,-4,U,42,9,49,Overcast,7,No,,,,,,,,
Seattle,Week 18,5-Jan-25,@ LA Rams,REG,W,30,25,L,-7,O,38.5,55,75,Clear,0,No,,,,,,,,
