,Event,Revenue,Offer ID
2134,offer,0,Informative
2135,offer,0,2off10
2136,offer,0,5off20
2137,offer,0,Informative
2138,offer,0,2off10
2139,offer,0,Bogo 10
2140,offer,0,Informative
2141,offer,0,2off10
2142,offer,0,Bogo 5
2143,offer,0,Bogo 10
2144,offer,0,Informative
2145,offer,0,Informative
2146,offer,0,Informative
2147,offer,0,5off20
2148,offer,0,5off20
2149,offer,0,Informative
2150,offer,0,3off7
2151,offer,0,2off10
2152,offer,0,2off10
2153,offer,0,5off20
2154,offer,0,Informative
2155,offer,0,Bogo 5
2156,offer,0,5off20
2157,offer,0,Bogo 5
2158,offer,0,2off10
2159,offer,0,Bogo 5
2160,offer,0,2off10
2161,offer,0,Bogo 10
2162,offer,0,5off20
2163,offer,0,Bogo 5
2164,offer,0,5off20
2165,offer,0,Bogo 5
2166,offer,0,Bogo 10
2167,offer,0,Bogo 5
2168,offer,0,2off10
2169,offer,0,Informative
2170,offer,0,2off10
2171,offer,0,5off20
2172,offer,0,Informative
2173,offer,0,Informative
2174,offer,0,2off10
2175,offer,0,3off7
2176,offer,0,Bogo 5
2177,offer,0,Bogo 5
2178,offer,0,5off20
2179,offer,0,Bogo 10
2180,offer,0,Bogo 10
2181,offer,0,2off10
2182,offer,0,2off10
2183,offer,0,2off10
2184,offer,0,Bogo 10
2185,offer,0,5off20
2186,offer,0,Informative
2187,offer,0,Bogo 10
2188,offer,0,Bogo 10
2189,offer,0,2off10
2190,offer,0,Bogo 10
2191,offer,0,Bogo 10
2192,offer,0,Bogo 5
2193,offer,0,Bogo 10
2194,offer,0,5off20
2195,offer,0,3off7
2196,offer,0,Bogo 5
2197,offer,0,Bogo 10
2198,offer,0,Informative
2199,offer,0,3off7
2200,offer,0,2off10
2201,offer,0,3off7
2202,offer,0,5off20
2203,offer,0,5off20
2204,offer,0,2off10
2205,offer,0,2off10
2206,offer,0,Informative
2207,offer,0,2off10
2208,offer,0,5off20
2209,offer,0,5off20
2210,offer,0,Bogo 10
2211,offer,0,Bogo 10
2212,offer,0,Informative
2213,offer,0,Bogo 10
2214,offer,0,2off10
2215,offer,0,Bogo 5
2216,offer,0,3off7
2217,offer,0,2off10
2218,offer,0,5off20
2219,offer,0,2off10
2220,offer,0,Bogo 5
2221,offer,0,5off20
2222,offer,0,Informative
2223,offer,0,Bogo 5
2224,offer,0,Bogo 5
2225,offer,0,2off10
2226,offer,0,Bogo 5
2227,offer,0,Bogo 5
2228,offer,0,3off7
2229,offer,0,Bogo 10
2230,offer,0,Informative
2231,offer,0,Bogo 10
2232,offer,0,2off10
2233,offer,0,2off10
2234,offer,0,Informative
2235,offer,0,3off7
2236,offer,0,Bogo 5
2237,offer,0,2off10
2238,offer,0,Bogo 10
2239,offer,0,2off10
2240,offer,0,3off7
2241,offer,0,Bogo 5
2242,offer,0,Bogo 5
2243,offer,0,Bogo 5
2244,offer,0,Bogo 5
2245,offer,0,Bogo 10
2246,offer,0,Informative
2247,offer,0,Informative
2248,offer,0,Bogo 5
2249,offer,0,2off10
2250,offer,0,2off10
2251,offer,0,Bogo 5
2252,offer,0,2off10
2253,offer,0,2off10
2254,offer,0,Bogo 5
2255,offer,0,2off10
2256,offer,0,Bogo 10
2257,offer,0,2off10
2258,offer,0,5off20
2259,offer,0,Bogo 5
2260,offer,0,3off7
2261,offer,0,Informative
2262,offer,0,Informative
2263,offer,0,Bogo 5
2264,offer,0,Bogo 10
2265,offer,0,Bogo 5
2266,offer,0,Bogo 5
2267,offer,0,Bogo 10
2268,offer,0,Bogo 5
2269,offer,0,Informative
2270,offer,0,Bogo 10
2271,offer,0,Informative
2272,offer,0,3off7
2273,offer,0,Bogo 10
2274,offer,0,Informative
2275,offer,0,2off10
2276,offer,0,Bogo 5
2277,offer,0,Bogo 5
2278,offer,0,Informative
2279,offer,0,3off7
2280,offer,0,Bogo 5
2281,offer,0,Informative
2282,offer,0,2off10
2283,offer,0,Informative
2284,offer,0,Bogo 10
2285,offer,0,2off10
2286,offer,0,3off7
2287,offer,0,2off10
2288,offer,0,2off10
2289,offer,0,Informative
2290,offer,0,2off10
2291,offer,0,5off20
2292,offer,0,2off10
2293,offer,0,Informative
2294,offer,0,Informative
2295,offer,0,3off7
2296,offer,0,Bogo 5
2297,offer,0,5off20
2298,offer,0,2off10
2299,offer,0,Bogo 5
2300,offer,0,Informative
2301,offer,0,2off10
2302,offer,0,Informative
2303,offer,0,3off7
2304,offer,0,3off7
2305,offer,0,Informative
2306,offer,0,2off10
2307,offer,0,2off10
2308,offer,0,Bogo 5
2309,offer,0,2off10
2310,offer,0,2off10
2311,offer,0,Bogo 10
2312,offer,0,2off10
2313,offer,0,2off10
2314,offer,0,Bogo 10
2315,offer,0,Bogo 10
2316,offer,0,3off7
2317,offer,0,Bogo 5
2318,offer,0,Informative
2319,offer,0,Informative
2320,offer,0,Informative
2321,offer,0,Bogo 5
2322,offer,0,Bogo 5
2323,offer,0,Bogo 5
2324,offer,0,Informative
2325,offer,0,Bogo 10
2326,offer,0,2off10
2327,offer,0,Bogo 5
2328,offer,0,2off10
2329,offer,0,Bogo 5
2330,offer,0,5off20
2331,offer,0,Bogo 10
2332,offer,0,3off7
2333,offer,0,Bogo 5
2334,offer,0,Informative
2335,offer,0,Bogo 5
2336,offer,0,Bogo 5
2337,offer,0,Informative
2338,offer,0,3off7
2339,offer,0,Bogo 5
2340,offer,0,5off20
2341,offer,0,3off7
2342,offer,0,Bogo 5
2343,offer,0,Bogo 5
2344,offer,0,Bogo 10
2345,offer,0,Bogo 10
2346,offer,0,5off20
2347,offer,0,Bogo 5
2348,offer,0,Informative
2349,offer,0,3off7
2350,offer,0,Bogo 5
2351,offer,0,2off10
2352,offer,0,3off7
2353,offer,0,Bogo 10
2354,offer,0,5off20
2355,offer,0,Bogo 10
2356,offer,0,Informative
2357,offer,0,5off20
2358,offer,0,Bogo 10
2359,offer,0,2off10
2360,offer,0,2off10
2361,offer,0,2off10
2362,offer,0,Bogo 5
2363,offer,0,Bogo 5
2364,offer,0,Bogo 10
2365,offer,0,2off10
2366,offer,0,2off10
2367,offer,0,3off7
2368,offer,0,Bogo 5
2369,offer,0,2off10
2370,offer,0,2off10
2371,offer,0,Informative
2372,offer,0,Bogo 5
2373,offer,0,Informative
2374,offer,0,Bogo 5
2375,offer,0,3off7
2376,offer,0,Bogo 5
2377,offer,0,3off7
2378,offer,0,Informative
2379,offer,0,Bogo 5
2380,offer,0,Bogo 5
2381,offer,0,2off10
2382,offer,0,2off10
2383,offer,0,Bogo 5
2384,offer,0,2off10
2385,offer,0,Informative
2386,offer,0,Bogo 10
2387,offer,0,5off20
2388,offer,0,Informative
2389,offer,0,Informative
2390,offer,0,2off10
2391,offer,0,2off10
2392,offer,0,Informative
2393,offer,0,Informative
2394,offer,0,Bogo 5
2395,offer,0,2off10
2396,offer,0,Bogo 10
2397,offer,0,2off10
2398,offer,0,2off10
2399,offer,0,5off20
2400,offer,0,Bogo 5
2401,offer,0,Informative
2402,offer,0,2off10
2403,offer,0,Bogo 5
2404,offer,0,Bogo 5
2405,offer,0,Bogo 5
2406,offer,0,Bogo 10
2407,offer,0,2off10
2408,offer,0,Bogo 10
2409,offer,0,Bogo 5
2410,offer,0,Bogo 10
2411,offer,0,2off10
2412,offer,0,Informative
2413,offer,0,5off20
2414,offer,0,Informative
2415,offer,0,2off10
2416,offer,0,2off10
2417,offer,0,2off10
2418,offer,0,2off10
2419,offer,0,2off10
2420,offer,0,Bogo 10
2421,offer,0,Bogo 10
2422,offer,0,Bogo 10
2423,offer,0,Informative
2424,offer,0,3off7
2425,offer,0,Informative
2426,offer,0,2off10
2427,offer,0,Bogo 10
2428,offer,0,Informative
2429,offer,0,Bogo 5
2430,offer,0,Bogo 5
2431,offer,0,Bogo 5
2432,offer,0,Bogo 10
2433,offer,0,Bogo 5
2434,offer,0,Informative
2435,offer,0,Bogo 10
2436,offer,0,2off10
2437,offer,0,Bogo 5
2438,offer,0,Bogo 10
2439,offer,0,5off20
2440,offer,0,3off7
2441,offer,0,2off10
2442,offer,0,2off10
2443,offer,0,Informative
2444,offer,0,2off10
2445,offer,0,5off20
2446,offer,0,2off10
2447,offer,0,2off10
2448,offer,0,Informative
2449,offer,0,5off20
2450,offer,0,2off10
2451,offer,0,Bogo 10
2452,offer,0,Bogo 10
2453,offer,0,Bogo 5
2454,offer,0,2off10
2455,offer,0,Bogo 10
2456,offer,0,Bogo 5
2457,offer,0,Bogo 5
2458,offer,0,Informative
2459,offer,0,2off10
2460,offer,0,2off10
2461,offer,0,3off7
2462,offer,0,Bogo 10
2463,offer,0,Informative
2464,offer,0,3off7
2465,offer,0,3off7
2466,offer,0,Bogo 10
2467,offer,0,Informative
2468,offer,0,Bogo 10
2469,offer,0,3off7
2470,offer,0,3off7
2471,offer,0,2off10
2472,offer,0,5off20
2473,offer,0,2off10
2474,offer,0,3off7
2475,offer,0,2off10
2476,offer,0,Bogo 10
2477,offer,0,2off10
2478,offer,0,Informative
2479,offer,0,Informative
2480,offer,0,Bogo 10
2481,offer,0,Informative
2482,offer,0,Bogo 5
2483,offer,0,2off10
2484,offer,0,2off10
2485,offer,0,2off10
2486,offer,0,2off10
2487,offer,0,Informative
2488,offer,0,Bogo 5
2489,offer,0,Informative
2490,offer,0,Bogo 10
2491,offer,0,Bogo 5
2492,offer,0,Bogo 5
2493,offer,0,Bogo 10
2494,offer,0,Bogo 5
2495,offer,0,Bogo 10
2496,offer,0,Bogo 10
2497,offer,0,Informative
2498,offer,0,Bogo 5
2499,offer,0,Informative
2500,offer,0,5off20
2501,offer,0,Bogo 10
2502,offer,0,Bogo 10
2503,offer,0,Informative
2504,offer,0,2off10
2505,offer,0,Informative
2506,offer,0,5off20
2507,offer,0,Bogo 10
2508,offer,0,2off10
2509,offer,0,2off10
2510,offer,0,3off7
2511,offer,0,2off10
2512,offer,0,3off7
2513,offer,0,Bogo 10
2514,offer,0,5off20
2515,offer,0,2off10
2516,offer,0,Bogo 10
2517,offer,0,5off20
2518,offer,0,5off20
2519,offer,0,Bogo 10
2520,offer,0,2off10
2521,offer,0,3off7
2522,offer,0,Informative
2523,offer,0,Bogo 5
2524,offer,0,Bogo 10
2525,offer,0,Informative
2526,offer,0,Bogo 5
2527,offer,0,3off7
2528,offer,0,2off10
2529,offer,0,2off10
2530,offer,0,Bogo 10
2531,offer,0,2off10
2532,offer,0,5off20
2533,offer,0,Bogo 10
2534,offer,0,Bogo 5
2535,offer,0,2off10
2536,offer,0,2off10
2537,offer,0,Bogo 5
2538,offer,0,Bogo 10
2539,offer,0,3off7
2540,offer,0,Informative
2541,offer,0,3off7
2542,offer,0,Bogo 10
2543,offer,0,Bogo 10
2544,offer,0,Bogo 10
2545,offer,0,Informative
2546,offer,0,2off10
2547,offer,0,2off10
2548,offer,0,2off10
2549,offer,0,2off10
2550,offer,0,5off20
2551,offer,0,3off7
2552,offer,0,Bogo 5
2553,offer,0,Informative
2554,offer,0,Bogo 5
2555,offer,0,2off10
2556,offer,0,Bogo 5
2557,offer,0,Bogo 5
2558,offer,0,5off20
2559,offer,0,Bogo 5
2560,offer,0,Bogo 5
2561,offer,0,2off10
2562,offer,0,Bogo 5
2563,offer,0,Informative
2564,offer,0,Informative
2565,offer,0,Bogo 5
2566,offer,0,Bogo 5
2567,offer,0,Informative
2568,offer,0,5off20
2569,offer,0,2off10
2570,offer,0,Bogo 5
2571,offer,0,3off7
2572,offer,0,3off7
2573,offer,0,Bogo 10
2574,offer,0,2off10
2575,offer,0,5off20
2576,offer,0,Bogo 5
2577,offer,0,2off10
2578,offer,0,Bogo 5
2579,offer,0,Bogo 5
2580,offer,0,5off20
2581,offer,0,Informative
2582,offer,0,Informative
2583,offer,0,Informative
2584,offer,0,5off20
2585,offer,0,Bogo 10
2586,offer,0,Bogo 10
2587,offer,0,Bogo 5
2588,offer,0,2off10
2589,offer,0,2off10
2590,offer,0,Bogo 5
2591,offer,0,2off10
2592,offer,0,5off20
2593,offer,0,3off7
2594,offer,0,2off10
2595,offer,0,Bogo 10
2596,offer,0,2off10
2597,offer,0,Informative
2598,offer,0,Bogo 5
2599,offer,0,3off7
2600,offer,0,Informative
2601,offer,0,Bogo 5
2602,offer,0,Bogo 5
2603,offer,0,Informative
2604,offer,0,Informative
2605,offer,0,2off10
2606,offer,0,Bogo 5
2607,offer,0,2off10
2608,offer,0,Informative
2609,offer,0,3off7
2610,offer,0,Bogo 10
2611,offer,0,Bogo 10
2612,offer,0,Bogo 5
2613,offer,0,Bogo 10
2614,offer,0,5off20
2615,offer,0,Informative
2616,offer,0,2off10
2617,offer,0,5off20
2618,offer,0,Bogo 5
2619,offer,0,2off10
2620,offer,0,Bogo 10
2621,offer,0,2off10
2622,offer,0,Bogo 5
2623,offer,0,Bogo 10
2624,offer,0,Bogo 10
2625,offer,0,Bogo 10
2626,offer,0,5off20
2627,offer,0,2off10
2628,offer,0,5off20
2629,offer,0,Bogo 10
2630,offer,0,Informative
2631,offer,0,Bogo 10
2632,offer,0,Bogo 5
2633,offer,0,5off20
2634,offer,0,Bogo 10
2635,offer,0,2off10
2636,offer,0,5off20
2637,offer,0,5off20
2638,offer,0,2off10
2639,offer,0,Informative
2640,offer,0,5off20
2641,offer,0,2off10
2642,offer,0,Bogo 5
2643,offer,0,Informative
2644,offer,0,Bogo 10
2645,offer,0,Informative
2646,offer,0,Bogo 5
2647,offer,0,5off20
2648,offer,0,2off10
2649,offer,0,Bogo 5
2650,offer,0,Bogo 5
2651,offer,0,Bogo 5
2652,offer,0,Informative
2653,offer,0,Bogo 10
2654,offer,0,2off10
2655,offer,0,Bogo 5
2656,offer,0,Bogo 10
2657,offer,0,Bogo 5
2658,offer,0,Bogo 10
2659,offer,0,Bogo 10
2660,offer,0,2off10
2661,offer,0,3off7
2662,offer,0,Bogo 10
2663,offer,0,Bogo 5
2664,offer,0,Bogo 10
2665,offer,0,2off10
2666,offer,0,2off10
2667,offer,0,Informative
2668,offer,0,3off7
2669,offer,0,2off10
2670,offer,0,5off20
2671,offer,0,Informative
2672,offer,0,Bogo 5
2673,offer,0,Bogo 10
2674,offer,0,3off7
2675,offer,0,Informative
2676,offer,0,Bogo 5
2677,offer,0,Bogo 10
2678,offer,0,Bogo 10
2679,offer,0,3off7
2680,offer,0,5off20
2681,offer,0,2off10
2682,offer,0,5off20
2683,offer,0,Informative
2684,offer,0,2off10
2685,offer,0,Bogo 5
2686,offer,0,2off10
2687,offer,0,Informative
2688,offer,0,Bogo 10
2689,offer,0,3off7
2690,offer,0,5off20
2691,offer,0,Bogo 5
2692,offer,0,Bogo 5
2693,offer,0,3off7
2694,offer,0,2off10
2695,offer,0,5off20
2696,offer,0,Bogo 10
2697,offer,0,Bogo 5
2698,offer,0,Bogo 10
2699,offer,0,2off10
2700,offer,0,Bogo 10
2701,offer,0,2off10
2702,offer,0,Bogo 5
2703,offer,0,2off10
2704,offer,0,Bogo 5
2705,offer,0,Informative
2706,offer,0,Bogo 5
2707,offer,0,Informative
2708,offer,0,3off7
2709,offer,0,Informative
2710,offer,0,5off20
2711,offer,0,Bogo 10
2712,offer,0,Bogo 5
2713,offer,0,5off20
2714,offer,0,Bogo 10
2715,offer,0,Informative
2716,offer,0,2off10
2717,offer,0,Informative
2718,offer,0,5off20
2719,offer,0,Informative
2720,offer,0,Informative
2721,offer,0,Bogo 5
2722,offer,0,Bogo 5
2723,offer,0,3off7
2724,offer,0,Bogo 10
2725,offer,0,2off10
2726,offer,0,2off10
2727,offer,0,Bogo 10
2728,offer,0,Bogo 10
2729,offer,0,Bogo 5
2730,offer,0,Informative
2731,offer,0,Bogo 10
2732,offer,0,Informative
2733,offer,0,2off10
2734,offer,0,Bogo 5
2735,offer,0,Bogo 5
2736,offer,0,Bogo 10
2737,offer,0,Informative
2738,offer,0,Informative
2739,offer,0,Bogo 10
2740,offer,0,3off7
2741,offer,0,2off10
2742,offer,0,5off20
2743,offer,0,Bogo 10
2744,offer,0,5off20
2745,offer,0,2off10
2746,offer,0,Informative
2747,offer,0,Bogo 5
2748,offer,0,2off10
2749,offer,0,Informative
2750,offer,0,Bogo 10
2751,offer,0,2off10
2752,offer,0,Informative
2753,offer,0,Bogo 10
2754,offer,0,Bogo 10
2755,offer,0,3off7
2756,offer,0,3off7
2757,offer,0,Informative
2758,offer,0,Bogo 5
2759,offer,0,2off10
2760,offer,0,2off10
2761,offer,0,Bogo 5
2762,offer,0,2off10
2763,offer,0,Bogo 10
2764,offer,0,5off20
2765,offer,0,Bogo 10
2766,offer,0,Bogo 5
2767,offer,0,Bogo 5
2768,offer,0,Bogo 10
2769,offer,0,Bogo 10
2770,offer,0,2off10
2771,offer,0,Bogo 10
2772,offer,0,2off10
2773,offer,0,2off10
2774,offer,0,Bogo 5
2775,offer,0,5off20
2776,offer,0,Bogo 5
2777,offer,0,Bogo 5
2778,offer,0,Informative
2779,offer,0,Bogo 10
2780,offer,0,5off20
2781,offer,0,Bogo 5
2782,offer,0,3off7
2783,offer,0,Bogo 5
2784,offer,0,Bogo 5
2785,offer,0,Bogo 5
2786,offer,0,Bogo 10
2787,offer,0,Bogo 5
2788,offer,0,3off7
2789,offer,0,2off10
2790,offer,0,Bogo 5
2791,offer,0,2off10
2792,offer,0,Bogo 10
2793,offer,0,2off10
2794,offer,0,2off10
2795,offer,0,2off10
2796,offer,0,2off10
2797,offer,0,Bogo 5
2798,offer,0,Bogo 10
2799,offer,0,Informative
2800,offer,0,Bogo 5
2801,offer,0,Bogo 10
2802,offer,0,5off20
2803,offer,0,3off7
2804,offer,0,Bogo 5
2805,offer,0,Bogo 5
2806,offer,0,Informative
2807,offer,0,2off10
2808,offer,0,Bogo 5
2809,offer,0,Informative
2810,offer,0,Bogo 10
2811,offer,0,Informative
2812,offer,0,3off7
2813,offer,0,Bogo 10
2814,offer,0,5off20
2815,offer,0,Bogo 5
2816,offer,0,Informative
2817,offer,0,Informative
2818,offer,0,Informative
2819,offer,0,2off10
2820,offer,0,Bogo 5
2821,offer,0,Bogo 10
2822,offer,0,2off10
2823,offer,0,5off20
2824,offer,0,Informative
2825,offer,0,Bogo 5
2826,offer,0,Bogo 10
2827,offer,0,Bogo 5
2828,offer,0,Informative
2829,offer,0,Informative
2830,offer,0,3off7
2831,offer,0,2off10
2832,offer,0,3off7
2833,offer,0,Informative
2834,offer,0,5off20
2835,offer,0,5off20
2836,offer,0,Informative
2837,offer,0,Bogo 5
2838,offer,0,2off10
2839,offer,0,5off20
2840,offer,0,Bogo 5
2841,offer,0,Bogo 10
2842,offer,0,Bogo 5
2843,offer,0,2off10
2844,offer,0,Bogo 10
2845,offer,0,2off10
2846,offer,0,Bogo 5
2847,offer,0,Bogo 10
2848,offer,0,Bogo 10
2849,offer,0,2off10
2850,offer,0,Bogo 10
2851,offer,0,2off10
2852,offer,0,Bogo 10
2853,offer,0,Bogo 5
2854,offer,0,Informative
2855,offer,0,2off10
2856,offer,0,Bogo 10
2857,offer,0,Bogo 5
2858,offer,0,Bogo 5
2859,offer,0,3off7
2860,offer,0,Informative
2861,offer,0,5off20
2862,offer,0,Bogo 5
2863,offer,0,3off7
2864,offer,0,3off7
2865,offer,0,Bogo 5
2866,offer,0,Informative
2867,offer,0,Bogo 10
2868,offer,0,Bogo 5
2869,offer,0,Bogo 10
2870,offer,0,Informative
2871,offer,0,Bogo 5
2872,offer,0,5off20
2873,offer,0,Bogo 10
2874,offer,0,2off10
2875,offer,0,2off10
2876,offer,0,2off10
2877,offer,0,Bogo 5
2878,offer,0,Bogo 10
2879,offer,0,2off10
2880,offer,0,Informative
2881,offer,0,Informative
2882,offer,0,2off10
2883,offer,0,2off10
2884,offer,0,2off10
2885,offer,0,2off10
2886,offer,0,Bogo 5
2887,offer,0,Bogo 10
2888,offer,0,2off10
2889,offer,0,Bogo 5
2890,offer,0,Informative
2891,offer,0,2off10
2892,offer,0,3off7
2893,offer,0,Bogo 10
2894,offer,0,3off7
2895,offer,0,Bogo 5
2896,offer,0,Bogo 10
2897,offer,0,Bogo 10
2898,offer,0,Bogo 5
2899,offer,0,2off10
2900,offer,0,Bogo 10
2901,offer,0,5off20
2902,offer,0,Bogo 5
2903,offer,0,Bogo 10
2904,offer,0,Informative
2905,offer,0,Informative
2906,offer,0,Bogo 10
2907,offer,0,Informative
2908,offer,0,Bogo 10
2909,offer,0,Bogo 5
2910,offer,0,5off20
2911,offer,0,Bogo 10
2912,offer,0,Informative
2913,offer,0,Bogo 10
2914,offer,0,Informative
2915,offer,0,2off10
2916,offer,0,Informative
2917,offer,0,2off10
2918,offer,0,3off7
2919,offer,0,Bogo 10
2920,offer,0,Bogo 5
2921,offer,0,Bogo 10
2922,offer,0,2off10
2923,offer,0,Bogo 5
2924,offer,0,Informative
2925,offer,0,3off7
2926,offer,0,Informative
2927,offer,0,Bogo 10
2928,offer,0,Bogo 5
2929,offer,0,5off20
2930,offer,0,3off7
2931,offer,0,Informative
2932,offer,0,3off7
2933,offer,0,2off10
2934,offer,0,Bogo 10
2935,offer,0,2off10
2936,offer,0,Informative
2937,offer,0,Bogo 10
2938,offer,0,5off20
2939,offer,0,2off10
2940,offer,0,Bogo 10
2941,offer,0,2off10
2942,offer,0,Bogo 10
2943,offer,0,3off7
2944,offer,0,Informative
2945,offer,0,2off10
2946,offer,0,5off20
2947,offer,0,5off20
2948,offer,0,Bogo 5
2949,offer,0,Informative
2950,offer,0,3off7
2951,offer,0,2off10
2952,offer,0,2off10
2953,offer,0,2off10
2954,offer,0,Informative
2955,offer,0,Informative
2956,offer,0,Bogo 5
2957,offer,0,3off7
2958,offer,0,2off10
2959,offer,0,5off20
2960,offer,0,Informative
2961,offer,0,2off10
2962,offer,0,2off10
2963,offer,0,Bogo 10
2964,offer,0,Bogo 5
2965,offer,0,Informative
2966,offer,0,Bogo 5
2967,offer,0,Bogo 10
2968,offer,0,2off10
2969,offer,0,Informative
2970,offer,0,Bogo 10
2971,offer,0,Bogo 10
2972,offer,0,Bogo 10
2973,offer,0,2off10
2974,offer,0,Informative
2975,offer,0,2off10
2976,offer,0,2off10
2977,offer,0,Bogo 5
2978,offer,0,Informative
2979,offer,0,3off7
2980,offer,0,Informative
2981,offer,0,2off10
2982,offer,0,Informative
2983,offer,0,Bogo 5
2984,offer,0,Informative
2985,offer,0,Bogo 10
2986,offer,0,Bogo 5
2987,offer,0,3off7
2988,offer,0,3off7
2989,offer,0,Bogo 5
2990,offer,0,Informative
2991,offer,0,3off7
2992,offer,0,Bogo 10
2993,offer,0,3off7
2994,offer,0,Bogo 5
2995,offer,0,2off10
2996,offer,0,2off10
2997,offer,0,Bogo 10
2998,offer,0,Bogo 10
2999,offer,0,Bogo 5
3000,offer,0,2off10
3001,offer,0,3off7
3002,offer,0,5off20
3003,offer,0,2off10
3004,offer,0,5off20
3005,offer,0,5off20
3006,offer,0,Bogo 5
3007,offer,0,Informative
3008,offer,0,Bogo 10
3009,offer,0,Bogo 5
3010,offer,0,2off10
3011,offer,0,5off20
3012,offer,0,Bogo 5
3013,offer,0,Informative
3014,offer,0,3off7
3015,offer,0,3off7
3016,offer,0,2off10
3017,offer,0,Bogo 10
3018,offer,0,3off7
3019,offer,0,Bogo 10
3020,offer,0,2off10
3021,offer,0,3off7
3022,offer,0,2off10
3023,offer,0,Bogo 10
3024,offer,0,3off7
3025,offer,0,3off7
3026,offer,0,5off20
3027,offer,0,2off10
3028,offer,0,Bogo 5
3029,offer,0,5off20
3030,offer,0,Bogo 5
3031,offer,0,Bogo 5
3032,offer,0,5off20
3033,offer,0,Bogo 10
3034,offer,0,3off7
3035,offer,0,Bogo 10
3036,offer,0,Bogo 5
3037,offer,0,Bogo 10
3038,offer,0,Informative
3039,offer,0,Informative
3040,offer,0,Informative
3041,offer,0,Bogo 5
3042,offer,0,Bogo 5
3043,offer,0,Bogo 10
3044,offer,0,Informative
3045,offer,0,Bogo 10
3046,offer,0,2off10
3047,offer,0,Informative
3048,offer,0,2off10
3049,offer,0,2off10
3050,offer,0,5off20
3051,offer,0,3off7
3052,offer,0,Bogo 10
3053,offer,0,Bogo 10
3054,offer,0,Informative
3055,offer,0,Informative
3056,offer,0,Bogo 10
3057,offer,0,2off10
3058,offer,0,Bogo 10
3059,offer,0,Informative
3060,offer,0,Bogo 5
3061,offer,0,3off7
3062,offer,0,Bogo 10
3063,offer,0,2off10
3064,offer,0,3off7
3065,offer,0,Bogo 10
3066,offer,0,Informative
3067,offer,0,Bogo 10
3068,offer,0,2off10
3069,offer,0,Bogo 5
3070,offer,0,2off10
3071,offer,0,Informative
3072,offer,0,Bogo 5
3073,offer,0,Bogo 10
3074,offer,0,Bogo 5
3075,offer,0,Informative
3076,offer,0,Bogo 5
3077,offer,0,5off20
3078,offer,0,Bogo 5
3079,offer,0,2off10
3080,offer,0,3off7
3081,offer,0,2off10
3082,offer,0,Informative
3083,offer,0,Bogo 5
3084,offer,0,Bogo 5
3085,offer,0,Informative
3086,offer,0,Informative
3087,offer,0,3off7
3088,offer,0,Informative
3089,offer,0,Bogo 10
3090,offer,0,Informative
3091,offer,0,Informative
3092,offer,0,Bogo 10
3093,offer,0,5off20
3094,offer,0,Bogo 5
3095,offer,0,Informative
3096,offer,0,Bogo 10
3097,offer,0,Bogo 5
3098,offer,0,Bogo 5
3099,offer,0,Bogo 10
3100,offer,0,Informative
3101,offer,0,Bogo 10
3102,offer,0,Bogo 5
3103,offer,0,2off10
3104,offer,0,3off7
3105,offer,0,2off10
3106,offer,0,Bogo 5
3107,offer,0,2off10
3108,offer,0,Bogo 10
3109,offer,0,2off10
3110,offer,0,Bogo 5
3111,offer,0,2off10
3112,offer,0,Informative
3113,offer,0,Bogo 5
3114,offer,0,Informative
3115,offer,0,5off20
3116,offer,0,2off10
3117,offer,0,2off10
3118,offer,0,2off10
3119,offer,0,Bogo 5
3120,offer,0,2off10
3121,offer,0,2off10
3122,offer,0,Bogo 5
3123,offer,0,5off20
3124,offer,0,2off10
3125,offer,0,Bogo 10
3126,offer,0,5off20
3127,offer,0,Bogo 10
3128,offer,0,3off7
3129,offer,0,2off10
3130,offer,0,Bogo 5
3131,offer,0,Bogo 10
3132,offer,0,Informative
3133,offer,0,Bogo 10
3134,offer,0,2off10
3135,offer,0,Bogo 5
3136,offer,0,Informative
3137,offer,0,Informative
3138,offer,0,Informative
3139,offer,0,Informative
3140,offer,0,Bogo 5
3141,offer,0,Bogo 5
3142,offer,0,5off20
3143,offer,0,3off7
3144,offer,0,2off10
3145,offer,0,Bogo 10
3146,offer,0,2off10
3147,offer,0,Bogo 5
3148,offer,0,Bogo 10
3149,offer,0,5off20
3150,offer,0,Bogo 5
3151,offer,0,5off20
3152,offer,0,Bogo 10
3153,offer,0,Bogo 5
3154,offer,0,Informative
3155,offer,0,Bogo 5
3156,offer,0,Informative
3157,offer,0,Informative
3158,offer,0,3off7
3159,offer,0,3off7
3160,offer,0,Informative
3161,offer,0,Bogo 5
3162,offer,0,Bogo 10
3163,offer,0,2off10
3164,offer,0,Informative
3165,offer,0,2off10
3166,offer,0,Bogo 10
3167,offer,0,Bogo 10
3168,offer,0,3off7
3169,offer,0,2off10
3170,offer,0,Bogo 5
3171,offer,0,2off10
3172,offer,0,Bogo 10
3173,offer,0,2off10
3174,offer,0,Bogo 10
3175,offer,0,2off10
3176,offer,0,Bogo 5
3177,offer,0,2off10
3178,offer,0,Bogo 10
3179,offer,0,2off10
3180,offer,0,Bogo 5
3181,offer,0,Bogo 5
3182,offer,0,2off10
3183,offer,0,Bogo 10
3184,offer,0,Bogo 10
3185,offer,0,Informative
3186,offer,0,Bogo 5
3187,offer,0,Bogo 5
3188,offer,0,Bogo 5
3189,offer,0,Informative
3190,offer,0,5off20
3191,offer,0,5off20
