storeNumber,opening_times
51414-278399,7:00:00
1907-143805,7:30:00
1353-138847,8:00:00
57307-291391,8:30:00
54086-286325,8:45:00
26903-246107,7:30:00
31217-104656,8:15:00
42513-95895,6:30:00
31764-111644,8:15:00
31521-107344,7:30:00
61542-295930,7:15:00
42506-93791,10:00:00
47499-258590,6:30:00
50508-275109,6:30:00
31842-115270,7:00:00
22843-225185,8:00:00
49116-267121,7:00:00
53823-286043,7:00:00
27823-248832,8:30:00
49117-267120,8:30:00
51433-296078,10:00:00
42502-84521,10:00:00
20799-207125,7:30:00
3167-145128,8:00:00
48048-261226,9:00:00
48047-261227,9:00:00
48045-261228,8:00:00
52050-280627,6:30:00
31950-119245,8:00:00
48714-264855,8:00:00
29824-255546,8:00:00
29826-255550,9:00:00
31357-105954,8:00:00
1931-141884,9:15:00
31371-105329,6:30:00
49183-267376,7:30:00
31432-107165,7:00:00
22375-220524,10:00:00
24370-237534,7:30:00
42505-94049,10:00:00
17620-186185,10:00:00
48996-266342,7:30:00
31465-106826,7:30:00
54963-288729,7:30:00
31412-107164,7:30:00
1495-152925,9:30:00
54149-286395,8:00:00
16015-167505,8:00:00
23121-228066,8:00:00
32128-118704,11:00:00
26146-243746,8:00:00
30872-101240,8:30:00
19611-199665,7:00:00
32231-127964,7:00:00
22700-223745,7:00:00
15826-165247,10:00:00
15266-159245,11:45:00
30873-102073,8:00:00
50190-273468,7:00:00
51611-278973,7:00:00
59076-293251,12:00:00
50187-273467,7:00:00
17419-181715,9:30:00
55906-289769,8:00:00
60609-294955,10:30:00
48592-263945,10:00:00
19974-201888,10:00:00
19975-201889,8:45:00
54960-288728,7:30:00
15825-165246,7:30:00
56089-289996,8:15:00
61513-295931,8:15:00
57576-291713,8:15:00
3160-142688,10:00:00
3162-142686,8:30:00
59844-293954,8:30:00
47896-260345,8:30:00
58440-292642,8:30:00
32687-122058,9:00:00
52275-281285,12:00:00
1950-138064,11:00:00
53818-284605,7:15:00
55359-289213,8:00:00
42504-230705,9:00:00
42516-98194,8:15:00
30933-99044,7:00:00
57513-291642,7:00:00
17392-179105,7:00:00
31961-114884,10:00:00
17976-187404,7:15:00
42521-98604,7:00:00
52178-280988,7:15:00
51438-278409,7:00:00
52048-280630,8:45:00
56087-289994,7:00:00
53439-285602,7:30:00
54217-286464,7:30:00
30769-100733,8:30:00
32365-295933,10:00:00
24792-238949,7:30:00
31687-110807,8:30:00
55087-288876,8:00:00
52488-280989,9:00:00
31019-102133,12:00:00
19465-201885,7:30:00
24793-238948,7:00:00
50331-274325,10:00:00
31924-116727,10:00:00
50433-274724,10:00:00
27402-247535,7:45:00
54952-288731,7:30:00
20117-203437,7:45:00
52796-283173,7:00:00
52806-283172,7:00:00
52807-283170,0:00:00
52805-283171,0:00:00
60881-295282,10:00:00
56414-290324,9:00:00
51411-278398,9:00:00
26980-246364,7:00:00
25407-240950,10:00:00
3062-154430,7:30:00
54085-286322,9:00:00
52597-282566,6:30:00
22925-226446,6:15:00
53046-284124,7:00:00
51423-278402,10:00:00
51421-278403,10:00:00
51424-278401,7:45:00
31517-107816,0:00:00
28794-251126,8:00:00
42509-93783,10:00:00
1333-140427,7:15:00
48551-263686,7:30:00
7085-150313,7:00:00
49973-272044,10:00:00
57108-291123,7:00:00
22060-217304,8:00:00
2413-142684,8:00:00
47203-257207,9:15:00
51030-276970,8:00:00
47810-259867,7:00:00
18668-194064,8:00:00
31628-227144,8:00:00
29607-254410,7:30:00
57095-291105,8:30:00
57094-291106,12:00:00
16069-168045,7:00:00
59811-293955,9:00:00
32125-127408,7:30:00
20638-207124,9:30:00
26904-246108,0:00:00
27269-247112,8:00:00
20266-204547,7:00:00
53333-284907,10:00:00
48590-263947,8:00:00
48262-262385,7:00:00
21516-213246,6:45:00
58825-293092,10:00:00
20853-208665,10:00:00
1335-139657,8:30:00
55973-289875,7:30:00
49904-271248,8:00:00
50077-272729,7:30:00
16016-167506,10:00:00
1942-139246,6:30:00
16714-174765,10:00:00
55360-289211,8:00:00
47201-257208,8:00:00
3030-142267,7:00:00
60995-295366,10:00:00
55361-289212,7:00:00
53567-285784,7:00:00
23681-232564,8:00:00
49115-267118,7:00:00
60437-294709,7:00:00
59338-293551,9:30:00
61232-295647,8:30:00
3165-143231,10:00:00
22290-219545,8:00:00
58976-293210,10:00:00
47365-257204,9:00:00
47379-258026,10:00:00
56955-290903,12:00:00
26296-244254,12:30:00
3164-143230,9:30:00
50192-273465,8:00:00
60579-294869,10:00:00
1937-137296,10:00:00
54515-286761,8:30:00
20265-204549,10:00:00
21168-210024,8:30:00
50785-276107,10:00:00
20785-207665,10:00:00
32372-135772,9:00:00
57737-291857,8:30:00
49781-271250,8:30:00
32655-135773,8:00:00
26271-244217,8:00:00
32371-132206,12:00:00
15372-156845,10:00:00
49186-267375,8:00:00
52703-282863,10:00:00
32522-137017,8:30:00
53034-284125,11:00:00
48043-261225,9:30:00
1940-141208,8:00:00
59077-293250,6:45:00
57193-291268,6:00:00
51039-276971,6:00:00
19026-197685,4:00:00
28929-251910,0:00:00
5137-148050,8:00:00
53996-286232,8:30:00
16871-176488,12:00:00
27401-247537,7:00:00
54087-286326,8:00:00
24086-235585,7:00:00
17062-176489,7:00:00
55434-289305,9:00:00
55449-289307,9:00:00
42519-213584,9:00:00
52274-281286,8:00:00
54880-288630,7:30:00
7100-150464,7:30:00
22956-226484,8:00:00
48172-261864,7:30:00
48954-265971,6:15:00
31907-119244,7:00:00
50657-275326,9:30:00
50073-272726,8:30:00
48175-261867,8:00:00
56853-290817,9:00:00
50078-272728,7:45:00
15922-165245,10:00:00
57091-291103,11:00:00
32127-107321,8:00:00
57378-291481,0:00:00
54517-286757,8:30:00
17499-182487,7:30:00
21321-211965,7:00:00
14993-154149,6:00:00
13531-106377,5:30:00
18954-194328,8:00:00
11966-104629,5:30:00
2342-93979,5:30:00
75450-68161,7:30:00
73911-108420,6:00:00
72814-74188,6:00:00
2653-63043,5:30:00
29008-250878,7:00:00
2398-10567,5:30:00
52043-279286,8:00:00
2278-1571,6:00:00
75470-106739,11:00:00
224-119704,5:00:00
10453-101024,5:00:00
8667-86920,5:00:00
275-1487,4:30:00
75418-102336,8:30:00
243-189444,5:30:00
2246-397,5:00:00
2260-1298,9:00:00
23091-227464,5:00:00
10452-101025,5:00:00
11497-105610,5:30:00
256-1483,5:00:00
2444-20719,6:00:00
210-1401,5:00:00
76373-96998,8:00:00
23952-232509,6:00:00
2239-950,5:00:00
9559-233124,5:30:00
23955-230846,6:00:00
2222-242608,4:30:00
2237-267147,5:00:00
29492-253827,5:30:00
2428-18819,6:00:00
72197-19919,6:00:00
56952-290369,7:00:00
2683-72626,5:30:00
19283-182806,5:00:00
2929-85123,5:30:00
17743-168006,5:00:00
76220-90361,8:00:00
76604-95684,8:00:00
47361-257925,5:00:00
2252-1223,5:30:00
15752-162106,5:00:00
2623-62739,5:00:00
2445-20980,5:00:00
60652-291125,8:00:00
13522-106970,6:00:00
2310-1856,5:30:00
62850-297367,5:00:00
63032-291017,8:00:00
58413-285623,5:00:00
53771-279230,6:00:00
13439-107188,5:00:00
16249-162125,5:00:00
18830-191525,6:00:00
27890-247967,5:00:00
72117-3469,6:00:00
75209-87726,7:00:00
6314-6908,5:30:00
9563-95917,5:00:00
6434-288738,5:00:00
56915-289425,8:00:00
50827-274404,5:30:00
13713-107625,5:00:00
22719-221004,5:00:00
10961-102868,4:30:00
9298-95916,5:00:00
72859-83228,6:00:00
251-229944,5:00:00
73931-102079,6:00:00
76512-99423,8:00:00
72690-76606,7:00:00
10863-103229,5:00:00
70077-138824,6:00:00
79344-96655,6:00:00
25028-177246,6:00:00
22818-220809,6:00:00
52452-281911,5:00:00
15145-156124,8:00:00
2825-209726,5:00:00
55966-267884,6:00:00
74355-85884,6:00:00
6425-49679,5:00:00
74373-82283,6:00:00
79569-107097,6:00:00
24213-180506,4:30:00
11246-103076,4:30:00
10856-101379,4:30:00
13888-108514,4:30:00
2757-89241,5:00:00
10368-100752,5:00:00
19828-200204,3:30:00
48179-261876,4:30:00
13243-106151,4:00:00
50226-272272,6:00:00
62072-296436,7:00:00
9705-95477,5:00:00
5102-144970,8:00:00
59484-289032,7:30:00
10826-102732,5:30:00
2426-16174,5:00:00
54175-285676,5:00:00
18566-178607,5:00:00
57546-291304,5:00:00
50203-271148,6:00:00
2649-63140,5:00:00
55002-286453,6:00:00
76107-79323,7:00:00
18024-182807,5:00:00
2556-42160,5:00:00
26160-237118,4:30:00
17358-162104,5:00:00
60653-291221,9:00:00
10239-100045,4:00:00
2338-3350,5:30:00
11490-103873,5:00:00
48178-261877,5:30:00
76846-111404,8:00:00
2626-63429,4:30:00
2826-87462,5:00:00
25698-240423,4:30:00
2694-82520,5:00:00
60971-294785,5:00:00
55261-288761,4:30:00
58505-292691,5:00:00
266-1467,5:00:00
19854-202424,5:00:00
64666-298679,6:00:00
21379-208368,5:00:00
57112-290668,6:00:00
19693-201565,5:30:00
76911-127264,7:00:00
14840-129334,5:00:00
50483-275106,6:00:00
47753-259564,6:00:00
18858-191484,6:00:00
53880-284307,6:00:00
57774-291902,6:00:00
11619-104790,6:00:00
29165-251524,6:00:00
48565-263629,5:00:00
57753-291849,5:00:00
50258-272944,8:00:00
73868-106710,6:00:00
20278-176064,6:00:00
65044-299190,6:00:00
25943-230605,6:30:00
74414-91321,5:00:00
2838-92782,4:00:00
15605-151604,6:00:00
8854-95070,4:30:00
76402-97186,8:00:00
74379-83392,6:00:00
13122-152324,6:00:00
13150-138191,6:00:00
73908-102067,6:00:00
75733-95241,5:00:00
49733-245843,6:00:00
49538-267604,4:30:00
74922-101015,6:00:00
16501-160704,6:00:00
25206-237608,8:00:00
8783-93239,4:30:00
24410-234704,4:30:00
13930-113465,10:30:00
11313-104543,5:30:00
76258-95153,8:00:00
717-1126,5:30:00
29084-248386,6:00:00
74166-32179,6:00:00
7387-285830,5:00:00
74698-67240,6:00:00
710-1117,5:00:00
16905-166424,5:30:00
79350-98317,6:00:00
732-976,5:00:00
50373-269906,4:00:00
75667-93767,4:00:00
50374-269905,4:00:00
75588-76320,5:00:00
54427-286517,4:00:00
50375-269904,4:00:00
72576-108242,6:00:00
3334-246404,4:30:00
3267-1860,7:00:00
11665-88085,4:30:00
74381-86200,5:00:00
3217-84200,4:30:00
14156-112404,5:30:00
74556-77464,6:00:00
74648-93368,6:00:00
6654-70500,6:00:00
510-453,6:00:00
5563-234644,4:30:00
622-345,4:30:00
59491-293656,5:00:00
49362-261825,8:00:00
79626-102648,6:00:00
14011-108036,5:30:00
8695-91420,5:00:00
56947-289485,8:00:00
10563-100589,5:00:00
76922-90446,8:00:00
24258-234464,5:30:00
2654-35719,5:30:00
60649-293209,8:00:00
20791-208087,8:00:00
13607-107499,5:30:00
65630-298375,5:00:00
17891-175724,8:00:00
8372-290008,5:30:00
11996-105613,5:30:00
58511-291905,5:30:00
13645-107355,5:00:00
2217-191325,5:00:00
9645-96469,4:30:00
14295-107071,10:00:00
52542-281876,5:00:00
52541-281875,5:00:00
27923-248844,5:00:00
27686-248004,5:00:00
27685-248005,5:00:00
75593-77287,5:00:00
60742-285693,7:00:00
73780-111885,6:00:00
58417-291863,5:30:00
58526-290468,5:00:00
7739-44906,5:00:00
54760-288491,5:30:00
7362-1506,6:00:00
26152-243613,6:00:00
75299-79635,8:00:00
56477-289185,8:00:00
73857-94450,6:00:00
20466-205025,5:00:00
48184-261865,5:30:00
21510-212987,5:00:00
26748-245298,6:00:00
7483-8050,5:00:00
7291-1086,5:30:00
7276-757,5:30:00
73690-128388,6:00:00
3236-251306,5:00:00
10268-273044,5:00:00
27551-245465,8:00:00
73101-18219,6:00:00
18191-179886,6:00:00
56079-289810,5:30:00
73137-21103,6:00:00
10732-98969,5:00:00
26353-101209,6:00:00
55596-289318,5:00:00
55733-282860,6:00:00
8832-94654,5:00:00
59399-292901,5:00:00
9879-282862,5:00:00
14832-133707,5:00:00
13519-104905,5:00:00
15773-131804,6:00:00
8831-94653,5:00:00
3246-1600,5:30:00
25968-192846,6:00:00
48352-260924,5:00:00
13571-106831,5:00:00
72728-62299,6:00:00
3235-1599,5:00:00
73130-21441,6:00:00
29658-253952,6:00:00
24499-237074,5:00:00
51551-263184,7:30:00
73478-44381,6:00:00
3266-2000,5:00:00
55730-282859,6:00:00
50198-269946,6:00:00
22244-202964,5:00:00
76698-102604,8:00:00
56512-289942,6:00:00
9297-94984,5:00:00
72706-33962,6:00:00
4130-104219,6:00:00
13688-107970,5:00:00
22133-206324,6:00:00
24101-235165,5:00:00
19869-193724,5:00:00
47431-257945,5:30:00
21287-208886,6:00:00
74249-67201,6:00:00
55662-289445,5:00:00
3975-146704,6:00:00
11965-105196,4:30:00
7634-32219,5:00:00
76257-95152,8:00:00
74116-25288,6:00:00
7607-19960,5:00:00
10964-81202,5:30:00
74244-66840,6:00:00
7401-1574,0:00:00
8743-280762,5:00:00
7480-8691,5:30:00
72578-103051,6:00:00
10764-99936,5:30:00
3232-210064,4:30:00
72977-96844,5:30:00
74849-98387,6:00:00
394-246589,5:00:00
385-211,5:00:00
10990-102548,5:30:00
56858-286475,6:30:00
79523-97968,6:00:00
47600-258978,6:30:00
52763-282930,5:00:00
3297-6387,5:30:00
3424-93377,0:00:00
74535-39059,6:00:00
2780-90754,4:30:00
73185-21493,8:00:00
5998-251931,4:30:00
70057-108626,7:00:00
5409-1034,5:00:00
22134-211305,6:00:00
49269-237531,5:00:00
9307-95690,5:00:00
65853-299414,0:00:00
10748-101585,4:30:00
5748-247977,4:30:00
73805-108625,6:00:00
76721-98107,8:00:00
58507-291337,5:00:00
5111-144827,8:00:00
47678-106018,6:00:00
29260-251928,5:00:00
54975-282825,5:00:00
58710-292878,5:00:00
27775-248366,5:00:00
10473-101353,5:30:00
18632-191164,5:30:00
8932-95283,5:00:00
63026-295476,7:00:00
51990-257950,6:00:00
48616-262307,5:00:00
11309-104165,5:30:00
6835-232044,5:00:00
9084-151271,8:00:00
17366-163404,8:00:00
17956-172068,5:00:00
13391-106699,5:30:00
22468-101206,6:00:00
75547-41002,5:30:00
5459-286327,5:30:00
73448-25069,6:00:00
75920-100435,6:00:00
17957-174946,6:30:00
76706-99424,8:00:00
5658-286450,6:00:00
52845-267873,6:00:00
73952-102101,6:00:00
60940-295200,6:00:00
60949-295198,0:00:00
60944-295199,6:00:00
58708-292881,5:00:00
23570-224144,6:00:00
73586-86591,6:00:00
27984-236506,7:30:00
5890-34199,5:30:00
50206-259692,6:00:00
57612-290282,4:30:00
5329-286681,5:30:00
11949-104614,5:00:00
72604-23041,7:00:00
19368-186950,5:30:00
27118-246872,5:00:00
75144-75264,0:00:00
50326-270824,6:30:00
50029-268090,6:00:00
22794-101207,6:00:00
13277-104211,6:00:00
72605-27107,7:00:00
8967-247135,4:30:00
9580-96901,7:00:00
65685-299468,6:00:00
63113-296767,4:30:00
10216-100047,5:00:00
59624-293861,5:00:00
9489-96727,5:00:00
8107-95864,5:00:00
25586-241245,4:30:00
26987-244065,5:00:00
8958-95113,5:00:00
11254-103276,5:00:00
10355-98749,5:30:00
54060-279104,5:30:00
58439-292544,7:00:00
10038-95235,6:00:00
62552-296411,5:30:00
10330-99342,5:00:00
416-184,5:30:00
53508-272424,6:00:00
16317-170380,5:00:00
484-19399,5:00:00
3415-286519,5:00:00
74345-82461,6:00:00
458-1344,6:00:00
72912-94362,6:00:00
421-165,5:30:00
74321-79468,6:00:00
49203-253574,4:30:00
74210-112984,6:00:00
13991-108499,5:00:00
10480-100820,5:00:00
76181-88824,8:00:00
60646-294431,6:00:00
25254-239485,6:30:00
59794-291015,8:00:00
8969-94632,5:00:00
23128-224744,5:00:00
2617-57219,5:00:00
50041-271949,6:30:00
11826-105556,5:00:00
16026-167384,5:00:00
2882-91818,5:00:00
59373-293579,5:00:00
2258-713,6:00:00
9859-98421,5:00:00
47408-254727,5:30:00
2268-711,5:00:00
2524-29615,5:00:00
54962-282716,5:30:00
13490-98427,4:30:00
18651-103417,6:00:00
5410-253432,5:00:00
6569-61701,5:00:00
75004-70380,6:00:00
52834-272987,5:00:00
23483-230641,6:00:00
79714-108618,6:00:00
16855-176087,6:00:00
5342-105589,4:30:00
72648-48399,7:00:00
6528-3140,5:00:00
52502-280972,4:30:00
16916-176065,5:30:00
10316-4256,5:00:00
5112-147685,7:00:00
5718-241748,4:30:00
11995-106752,4:30:00
5325-165564,5:00:00
74141-17714,6:00:00
75002-34139,6:00:00
60660-294561,6:00:00
11719-103965,5:00:00
15963-166069,8:00:00
49695-270764,5:00:00
59752-291733,7:00:00
47565-254929,6:00:00
203-1427,6:00:00
27508-247131,5:30:00
2261-270807,5:00:00
211-1432,5:30:00
13319-105510,5:30:00
229-1408,6:00:00
18013-106176,5:00:00
2234-756,5:30:00
10366-101026,5:30:00
10594-100954,5:00:00
2224-661,5:00:00
75212-90962,7:00:00
66051-299661,5:00:00
233-289719,5:30:00
225-692,5:30:00
56683-289421,7:00:00
2483-25527,5:00:00
72622-28127,10:30:00
10199-99007,6:00:00
72624-28167,6:30:00
63483-297992,6:00:00
223-1434,6:00:00
13710-108121,5:00:00
21751-213784,5:00:00
282-1425,5:30:00
15683-163424,6:00:00
22949-225804,6:00:00
62620-290526,7:00:00
2247-1040,5:30:00
28867-251544,6:00:00
10957-103358,6:00:00
209-1429,6:00:00
16309-157064,6:00:00
51694-265273,7:00:00
75987-101329,6:30:00
79685-106164,6:00:00
3326-179884,5:30:00
16500-171804,6:00:00
10442-100255,5:30:00
13239-104281,5:30:00
54637-284644,5:00:00
50175-269044,5:30:00
18418-179224,5:00:00
58428-290529,5:00:00
10064-98750,5:30:00
56262-288833,8:00:00
3427-289348,5:00:00
2965-294998,5:30:00
14313-114584,5:00:00
74986-112847,6:00:00
60983-292416,5:30:00
74977-101965,6:00:00
76845-110955,8:00:00
13504-104466,5:30:00
65050-299004,7:00:00
56677-290454,7:00:00
57110-291038,6:00:00
56676-290453,7:00:00
28224-242365,5:30:00
76649-99851,8:00:00
8602-88440,5:00:00
55207-288994,6:00:00
57476-291507,6:00:00
56678-290455,7:00:00
10474-101338,5:30:00
76802-108024,8:00:00
63506-298109,7:00:00
57838-291761,6:00:00
52062-275331,5:30:00
57616-290624,5:30:00
62188-295604,5:00:00
54600-286849,5:00:00
76850-113070,8:00:00
76136-87420,8:00:00
7918-71141,4:30:00
23175-208204,5:00:00
7965-95056,4:30:00
73724-102370,6:00:00
76485-96785,8:00:00
24478-238082,5:00:00
2803-277607,6:00:00
9677-96171,5:00:00
76384-97059,8:00:00
7265-253967,5:00:00
10621-99381,5:00:00
2982-69300,5:00:00
56104-289959,5:00:00
26976-246065,5:30:00
76602-101397,7:00:00
7893-83505,5:30:00
50447-261625,5:30:00
8797-291965,5:30:00
22589-221824,6:00:00
74768-98727,6:00:00
24286-236765,4:30:00
48310-262205,5:00:00
79691-120705,6:00:00
16033-159212,8:00:00
5979-283624,5:00:00
47139-256164,6:00:00
6582-243618,4:00:00
73847-106042,6:00:00
74209-26810,5:00:00
62440-296738,5:00:00
22006-106706,6:00:00
60030-293810,4:30:00
55369-285777,5:30:00
50895-273027,8:00:00
8584-211506,5:30:00
15132-145252,6:00:00
68031-302363,7:00:00
57782-290494,8:00:00
75472-108544,7:00:00
23932-186045,7:00:00
75390-101183,7:30:00
75368-102413,7:00:00
51568-276746,7:00:00
52892-282085,7:30:00
10357-288632,5:00:00
67797-302543,10:00:00
8580-82626,5:00:00
10590-293185,5:00:00
8355-16714,5:30:00
10820-254262,5:30:00
9876-97025,5:00:00
22266-215484,5:30:00
13565-104511,6:00:00
49081-256904,5:00:00
8465-37799,5:30:00
9828-98276,5:30:00
2894-87003,5:30:00
2910-91463,5:30:00
76400-93189,8:00:00
76248-95029,8:00:00
5092-145254,8:00:00
22553-211424,5:30:00
56874-289302,5:30:00
14230-108984,5:00:00
8258-1536,5:00:00
8283-296413,6:00:00
8431-37760,5:30:00
11255-100617,5:30:00
75706-94077,5:00:00
72433-5017,5:00:00
72434-4617,5:00:00
11613-104895,7:00:00
10591-101305,5:30:00
63556-294977,5:00:00
8432-19319,5:30:00
8387-10801,9:00:00
54440-272165,5:30:00
11611-104685,5:30:00
20280-145255,8:00:00
10153-261764,5:00:00
76715-97107,8:00:00
17947-179784,5:30:00
13563-107228,5:30:00
48014-254407,5:30:00
76473-97108,8:00:00
16858-129325,6:00:00
11851-104637,5:00:00
72716-39121,6:00:00
8679-94466,5:00:00
76733-104010,8:00:00
49607-270064,5:00:00
55440-286511,6:00:00
49793-271264,5:00:00
51958-280207,5:00:00
61498-295667,5:00:00
50257-271953,6:00:00
61499-295668,5:00:00
10742-97942,5:00:00
51365-271952,6:00:00
29816-255284,6:00:00
79274-96626,6:00:00
27691-247889,6:00:00
59367-293252,6:00:00
72998-96630,6:30:00
76406-96632,8:00:00
17354-176364,5:00:00
9025-149385,6:00:00
10319-100405,6:00:00
53070-281684,6:00:00
50841-276396,4:30:00
76827-108124,8:00:00
18572-186544,6:00:00
54307-286290,5:00:00
79253-95729,6:00:00
18115-177050,8:00:00
72735-69660,6:00:00
50888-273944,4:30:00
18571-186546,6:00:00
72741-69180,6:00:00
72740-69940,6:00:00
72723-59099,6:00:00
72733-66400,6:00:00
16123-162464,6:00:00
76405-96631,8:00:00
59368-293261,6:00:00
72561-85458,6:30:00
10379-100673,5:00:00
58273-292380,5:00:00
9710-97940,5:00:00
8668-94350,5:00:00
67803-302622,9:00:00
17640-183832,8:00:00
72828-74349,6:30:00
72717-39120,6:00:00
73829-99893,6:00:00
76534-100207,8:00:00
53376-283924,5:00:00
21370-210944,5:00:00
50758-227124,8:00:00
11521-103582,5:00:00
75457-105037,7:00:00
10322-100060,6:00:00
29011-251216,7:00:00
72881-76101,6:00:00
14088-115225,5:00:00
62951-296422,5:00:00
76639-100206,8:00:00
13960-88301,9:30:00
2702-267194,4:30:00
76382-97125,8:00:00
22989-222127,6:00:00
61846-293804,4:30:00
25355-72805,9:00:00
54893-283826,6:00:00
21273-209564,6:00:00
21456-209565,6:00:00
60969-295180,5:00:00
76415-96610,8:00:00
2315-255990,5:30:00
2509-290466,5:00:00
28181-250429,5:00:00
27456-74435,7:00:00
76783-108116,8:00:00
24894-239195,6:00:00
13205-104538,5:00:00
76571-101530,8:00:00
76764-102487,8:00:00
2333-4740,5:30:00
55622-286307,5:00:00
47472-258424,7:00:00
21528-193546,7:00:00
76740-99373,8:00:00
61733-293080,6:00:00
2316-246204,5:30:00
58935-292606,6:00:00
2580-268044,5:30:00
59265-291176,6:00:00
19470-199298,8:00:00
14999-155224,5:30:00
2390-12002,6:00:00
52327-279946,7:00:00
3573-137531,8:00:00
2536-27088,6:00:00
13269-106369,5:30:00
22487-221468,5:30:00
19208-197884,5:00:00
48486-263338,6:00:00
7789-69284,5:00:00
59535-293155,6:00:00
58219-292220,6:00:00
7591-285851,5:00:00
61476-295685,8:00:00
58599-262312,8:00:00
75735-94538,6:00:00
25465-241066,7:00:00
29984-255427,9:00:00
52278-281222,5:00:00
8187-151764,8:00:00
48025-261048,5:00:00
2947-92700,5:30:00
74565-76061,6:00:00
53901-285820,5:30:00
24488-231484,6:00:00
29564-254246,5:00:00
23270-228345,6:00:00
48666-257226,7:00:00
51711-262311,7:00:00
61994-295907,5:00:00
7775-57239,5:00:00
78018-111227,6:00:00
55017-286422,7:00:00
75591-78940,6:00:00
76340-95747,8:00:00
17302-175085,6:00:00
66141-300400,5:00:00
61616-295457,6:00:00
75835-98409,6:00:00
27878-246104,5:30:00
17515-165029,8:00:00
79383-102966,6:00:00
18021-100541,5:00:00
22827-211624,5:30:00
18901-192144,9:00:00
19054-101524,6:00:00
21133-146370,7:30:00
47828-259907,5:00:00
56446-289806,5:00:00
10756-100539,4:30:00
75834-98410,6:30:00
54057-280713,5:00:00
13758-108076,5:00:00
15957-157366,7:00:00
61734-295504,6:00:00
2707-82844,5:00:00
48055-259284,7:00:00
26004-237601,6:00:00
58274-292289,5:00:00
47261-240826,6:00:00
58689-292906,5:00:00
10646-101838,4:30:00
6172-148992,6:00:00
19789-195024,4:30:00
17948-182404,8:00:00
8996-95185,4:30:00
26128-102998,6:00:00
47962-259732,6:00:00
56043-289932,4:30:00
8347-9117,4:30:00
8551-75322,5:00:00
13654-107163,5:30:00
47123-256384,6:00:00
2417-14470,5:00:00
2605-36539,6:00:00
72661-64960,8:00:00
62012-296387,5:30:00
52740-264330,6:00:00
29142-213864,6:00:00
63039-296686,5:30:00
57107-289976,6:30:00
79439-106730,6:00:00
53870-278487,6:00:00
2442-245065,5:30:00
29787-251509,6:00:00
11522-104288,5:00:00
9882-97876,5:00:00
3879-143227,8:00:00
54415-279810,6:00:00
26708-242348,6:00:00
9654-96559,5:30:00
59789-291069,8:00:00
63848-298427,6:00:00
13652-107519,5:30:00
49410-264765,6:00:00
2677-298137,5:00:00
10034-97362,5:00:00
48527-263464,5:30:00
76117-90266,8:00:00
55979-288857,6:00:00
58939-293144,7:00:00
17992-174545,2:00:00
2326-2072,5:30:00
10832-103187,5:00:00
72958-74459,6:00:00
28054-247306,6:00:00
2292-196087,5:00:00
10740-102034,10:00:00
2490-26287,5:00:00
61024-292785,6:00:00
2313-244944,5:30:00
75848-100198,6:00:00
56396-286348,6:30:00
11627-105324,5:30:00
55001-235864,6:00:00
61428-294425,5:00:00
23135-217344,5:00:00
9268-95554,5:30:00
3992-147374,8:00:00
10692-102130,5:00:00
16920-176887,8:00:00
60937-290093,7:00:00
52589-276804,7:00:00
8671-93691,5:30:00
51250-277104,5:30:00
22357-217607,6:00:00
29697-254829,5:30:00
17892-156264,8:00:00
8876-93139,5:30:00
76758-108112,7:00:00
72923-95691,6:00:00
48924-265804,5:30:00
51809-133404,6:00:00
47964-254404,6:00:00
59402-292626,5:00:00
63847-295054,6:00:00
29010-248688,6:00:00
13773-108477,5:00:00
3572-86323,7:00:00
72579-101480,6:00:00
22828-224024,5:00:00
10698-102250,5:00:00
11821-105184,5:00:00
23685-232353,8:00:00
53025-284006,5:00:00
21373-211486,4:30:00
76574-100203,8:00:00
11294-103820,5:00:00
24573-237624,4:30:00
9805-97270,4:00:00
10574-101089,5:00:00
51517-277466,5:00:00
52018-277726,6:00:00
6300-1937,5:00:00
14136-106889,5:30:00
76798-108308,8:00:00
13242-106834,5:30:00
13288-105702,5:00:00
63461-297608,6:00:00
16979-171687,6:00:00
76854-111233,8:00:00
72588-103418,6:00:00
8664-94423,5:00:00
10190-99994,5:00:00
50314-271728,5:30:00
76152-89122,8:00:00
22269-215485,5:00:00
76665-99836,8:00:00
10235-112366,5:30:00
8601-245008,5:30:00
13829-108665,5:00:00
49083-261486,5:30:00
76831-108131,8:00:00
8494-62181,5:30:00
8357-10800,5:30:00
8248-273741,5:30:00
8235-1067,5:30:00
8334-12112,5:30:00
10354-100248,5:30:00
11605-102741,10:00:00
8307-7052,6:00:00
8354-4092,5:30:00
75289-44839,7:30:00
8261-1535,6:00:00
8376-23235,6:00:00
8262-241406,5:00:00
8588-85183,5:30:00
8257-191205,5:00:00
27030-239809,5:30:00
62036-295964,7:30:00
56911-290852,8:00:00
7960-95872,6:00:00
56917-289229,8:00:00
9913-98595,5:00:00
61165-294266,5:30:00
9494-244905,5:00:00
76143-89130,8:00:00
11786-104964,5:00:00
59695-293965,6:00:00
59435-292718,5:00:00
58335-292338,6:00:00
47267-251698,6:00:00
6488-53879,5:00:00
65973-299432,5:00:00
73502-69562,5:00:00
541-288874,5:00:00
24594-237149,7:00:00
6671-17216,5:00:00
19835-195004,5:00:00
5450-256927,5:00:00
19633-178489,8:00:00
50777-262308,7:00:00
70070-103406,7:00:00
5525-1668,5:00:00
11959-105646,5:00:00
76372-97080,8:00:00
22434-217505,5:00:00
